GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
0100000US,,United States,,31-33,Manufacturing,,2009,11051342,1,534261874,161297953,1,64189216,9205664,13046850,74856223,7571032,14842902,293250500,2438427302,1,2156464406,147538857,47723996,40710422,1,744343602,45989621,1,108841968,30820122,4436196105,1,4186666423,248308811,249529682,194732389,17460692,37336601,1978017343,1,499363800,1,178572644,1,148758566,1,172032590,1,536366284,196370417,150541391,189454476,130080571,1,22338796,107741776,2387772,6152027,99201977,117712964,1,30263935,1,20997217,9266718,344719504,1,20633262,2904567,2977977,5027119,5206174,36048319,13434585,12545812,24243345,15989025,205709319
0100000US,,United States,,31-33,Manufacturing,,2008,12748361,1,605557693,178633943,1,64562079,17597686,15625489,80848689,8863950,17780810,343480037,3205798789,1,2841150597,186580065,60234400,62816441,1,877809635,55017287,1,111057052,25190111,5468093135,1,5157732557,315653212,310360577,242301066,18699953,49359559,2266362722,1,545957416,1,200707343,1,154504297,1,190745776,1,540387249,199826568,153123779,187436901,166086112,1,26446669,139639443,3096008,8048473,128494962,117977089,1,31231498,1,21393816,9837682,376100574,1,24022004,3438595,2770044,4380740,5250779,39860987,15621165,13668565,26571713,16278094,224237889
0100000US,,United States,,311,Food manufacturing,,2009,1394190,1,51429282,15094140,1,6170860,815342,1154300,6953638,1091358,2207805,34990404,370067734,1,338697447,18911313,1767517,5358518,1,80952042,5332939,1,5890802,563388,628566115,1,603232912,38294852,25333203,23386873,720040,1226290,258615414,1,41251750,1,22687198,1,3906136,2,14658416,1,40960061,22278509,4002517,14679035,13631824,1,2560492,11071332,336940,551310,10183082,10808196,1,3144631,5,1798732,1345900,37689821,1,2424946,154881,87360,135609,312251,4495773,2257972,2056412,1476516,1533293,22754809
0100000US,,United States,,311,Food manufacturing,,2008,1437197,1,51763614,14568006,1,5552964,1430704,1130791,6453548,1114508,2273594,35055752,403529147,1,369755561,19932038,1840157,6461581,1,87579124,5539811,1,5350152,422968,649905572,1,622419759,46286044,27485813,25102013,849825,1533976,246598252,1,41409631,1,22899949,1,4078370,1,14431311,1,40283347,22097169,3896866,14289312,15677607,1,3207168,12470440,396987,451973,11621479,10118475,1,2796582,1,1555112,1241470,35795535,1,2235388,169945,82780,119417,298628,4130766,2208307,1862631,1358336,1262706,22066632
0100000US,,United States,,3111,Animal food manufacturing,,2009,44805,1,2006374,580138,1,220099,28931,47817,283291,30391,63046,1243619,31687030,1,26698959,4045201,321337,291427,2,5165623,330105,1,,,49754924,1,45576337,2711051,4178587,4115659,11468,51460,18070799,1,2207286,1,947515,1,217006,2,1042765,1,2188802,927636,235813,1025353,729022,2,108453,620569,47592,59294,513683,583855,1,132204,1,63900,68304,1815933,3,80655,6607,5245,5572,19712,226834,60991,97150,82173,83751,1147244
0100000US,,United States,,3111,Animal food manufacturing,,2008,46200,1,2012577,601285,1,211962,60664,50071,278588,31116,65848,1200943,32381601,1,27807949,3498568,285157,399633,10,6625433,390295,17,23,,49590410,1,45166288,2706862,4424122,4173345,14914,235863,17363097,1,2304007,5,1018553,13,241025,2,1044429,2,2025783,857501,218138,950144,1019943,3,220132,799810,43871,36794,719145,538916,5,116451,3,56016,60435,1897124,5,79006,7600,6722,4614,18963,249077,59122,92428,80805,83817,1214969
0100000US,,United States,,31111,Animal food manufacturing,,2009,44805,1,2006374,580138,1,220099,28931,47817,283291,30391,63046,1243619,31687030,1,26698959,4045201,321337,291427,2,5165623,330105,1,,,49754924,1,45576337,2711051,4178587,4115659,11468,51460,18070799,1,2207286,1,947515,1,217006,2,1042765,1,2188802,927636,235813,1025353,729022,2,108453,620569,47592,59294,513683,583855,1,132204,1,63900,68304,1815933,3,80655,6607,5245,5572,19712,226834,60991,97150,82173,83751,1147244
0100000US,,United States,,31111,Animal food manufacturing,,2008,46200,1,2012577,601285,1,211962,60664,50071,278588,31116,65848,1200943,32381601,1,27807949,3498568,285157,399633,10,6625433,390295,17,23,,49590410,1,45166288,2706862,4424122,4173345,14914,235863,17363097,1,2304007,5,1018553,13,241025,2,1044429,2,2025783,857501,218138,950144,1019943,3,220132,799810,43871,36794,719145,538916,5,116451,3,56016,60435,1897124,5,79006,7600,6722,4614,18963,249077,59122,92428,80805,83817,1214969
0100000US,,United States,,311111,Dog and cat food manufacturing,,2009,17107,1,882035,271374,1,99630,13194,24982,133568,12992,27709,620507,9776600,1,7046709,2406548,123015,103395,1,1476139,96934,3,,,19690966,1,,,,,,1772,9893603,1,636315,1,300717,1,24561,4,311038,1,626022,321969,23295,280758,411823,2,64427,347397,22021,34835,290540,216106,1,49581,1,28361,21220,1021200,5,56045,3034,3603,3268,7436,98117,40022,73786,54078,44995,636816
0100000US,,United States,,311111,Dog and cat food manufacturing,,2008,16733,1,812272,270699,1,99283,31389,22467,117560,12877,27568,565889,8708270,1,6614774,1765042,118174,119584,2,1592355,90696,1,,,18582010,1,,,,,,30465,9882757,1,622512,1,317481,1,25036,4,279995,3,598953,312812,22370,263771,312455,3,41714,270741,6146,20520,244075,156258,1,40937,2,25154,15783,790642,4,51185,2628,2981,1783,5998,86983,34943,63861,45780,40621,453880
0100000US,,United States,,311119,Other animal food manufacturing,,2009,27698,1,1124339,308764,2,120469,15737,22835,149723,17399,35337,623112,21910430,1,19652250,1638653,198323,188033,3,3689484,233172,1,,,30063958,1,,,,,,49688,8177196,2,1570971,1,646798,1,192446,2,731727,2,1562780,605667,212519,744594,317199,3,44027,273173,25571,24459,223143,367750,1,82623,2,35540,47083,794732,3,24609,3574,1642,2304,12276,128717,20970,23364,28094,38756,510428
0100000US,,United States,,311119,Other animal food manufacturing,,2008,29466,1,1200306,330586,1,112679,29275,27604,161027,18239,38280,635054,23673331,1,21193175,1733526,166984,280049,14,5033078,299598,22,23,,31008400,1,,,,,,205397,7480340,3,1681494,7,701072,19,215988,2,764434,3,1426830,544689,195769,686373,707488,4,178418,529070,37725,16274,475071,382658,6,75514,4,30862,44652,1106482,8,27822,4973,3741,2831,12964,162094,24179,28567,35025,43196,761089
0100000US,,United States,,3112,Grain and oilseed milling,,2009,51855,1,2813511,960349,1,395801,88069,78681,397799,38476,83029,1903611,55478860,1,51346187,1564077,245867,1340926,1,18587530,981804,1,4637157,323785,86409162,1,84165255,11499134,2243907,2194106,,,31046666,1,5228114,2,2243768,1,312350,7,2671996,5,5315198,2064512,393657,2857029,1376850,1,259729,1117121,13885,26125,1077111,1370504,1,177589,2,97647,79942,2701697,2,108998,14731,7721,12279,20727,566755,238309,94781,123743,149220,1364434
0100000US,,United States,,3112,Grain and oilseed milling,,2008,53468,1,2831375,859799,1,353901,88394,72537,344967,39660,86315,1897491,64810157,1,60387053,1541691,195427,1571541,1,21341408,1114445,1,3901401,234545,94087138,1,92155714,13391087,1931424,1672930,,,28838872,1,5071631,1,2021497,1,389784,1,2660349,1,5813739,2454552,389150,2970038,1338837,1,162059,1176779,18875,36074,1121830,1267664,1,166929,2,87437,79492,2784976,2,82908,16416,7104,10827,21923,618878,265305,62050,112349,121878,1465338
0100000US,,United States,,31121,Flour milling and malt manufacturing,,2009,14692,1,703948,224387,1,91120,19020,20461,93786,10901,24152,457669,12410367,1,11611128,375719,22542,99994,2,5079780,300985,1,,,17207056,2,16759507,615812,447549,417177,,,4790484,6,1925353,7,517415,2,147251,15,1260688,10,2033470,478691,188196,1366583,324103,5,70817,253286,5858,7212,240215,246164,2,52225,2,31962,20264,660091,5,35364,2576,1616,2154,5939,109695,24392,8875,25846,41375,402259
0100000US,,United States,,31121,Flour milling and malt manufacturing,,2008,15234,1,702073,206206,1,79783,21734,18597,86092,11393,24788,455009,13583797,1,12632846,439366,39138,143016,1,6673045,329430,1,,,17310907,1,16800420,768228,510487,483910,20228,6349,3795355,1,1801679,1,473979,1,183008,1,1144693,1,1918581,442917,157188,1318477,254179,3,30720,223459,4303,7682,211475,250430,1,36571,8,19544,17027,691700,2,25591,3445,1765,2868,6156,100316,27680,11033,18879,32966,461001
0100000US,,United States,,31121M,Flour milling and malt manufacturing,,2009,14692,1,703948,224387,1,91120,19020,20461,93786,10901,24152,457669,12410367,1,11611128,375719,22542,99994,2,5079780,300985,1,,,17207056,2,16759507,615812,447549,417177,,,4790484,6,1925353,7,517415,2,147251,15,1260688,10,2033470,478691,188196,1366583,324103,5,70817,253286,5858,7212,240215,246164,2,52225,2,31962,20264,660091,5,35364,2576,1616,2154,5939,109695,24392,8875,25846,41375,402259
0100000US,,United States,,31121M,Flour milling and malt manufacturing,,2008,15234,1,702073,206206,1,79783,21734,18597,86092,11393,24788,455009,13583797,1,12632846,439366,39138,143016,1,6673045,329430,1,,,17310907,1,16800420,768228,510487,483910,20228,6349,3795355,1,1801679,1,473979,1,183008,1,1144693,1,1918581,442917,157188,1318477,254179,3,30720,223459,4303,7682,211475,250430,1,36571,8,19544,17027,691700,2,25591,3445,1765,2868,6156,100316,27680,11033,18879,32966,461001
0100000US,,United States,,31122,Starch and vegetable fats and oils manufacturing,,2009,24205,2,1324738,433374,2,170310,55724,34749,172591,17013,36543,829851,39520361,1,36415193,1150996,205096,1156923,1,11977673,592153,1,,,57629605,1,55913276,10578555,1716329,1704106,,10591,18267789,1,2915810,1,1574267,1,145831,1,1195712,2,2885995,1401157,186808,1298029,824735,1,147989,676745,4975,14235,657535,827829,1,108209,3,54401,53809,1558476,3,41106,9261,,3759,9740,382368,190605,,71635,78232,756226
0100000US,,United States,,31122,Starch and vegetable fats and oils manufacturing,,2008,24965,1,1351240,369214,1,141386,41102,32602,154124,17429,38434,836669,47900721,1,44678512,1060370,138385,1337023,1,13055372,686432,1,3863862,,66028023,1,64664115,12247179,1363909,,,,17580317,1,2858217,1,1351533,1,186475,1,1320210,1,3548648,1860942,215593,1472113,831859,1,101371,730488,8136,20251,702101,720265,1,115899,1,59502,56397,1719165,2,37334,10447,3785,3638,12036,455214,220722,8796,76166,68993,822033
0100000US,,United States,,311221,Wet corn milling,,2009,8455,1,535226,172867,2,63021,25911,13895,70040,5290,11547,317262,8283238,1,6466403,583048,87484,812520,1,6958248,333782,1,3921437,,16045644,1,,283720,,,,,7753443,1,666156,1,322807,1,42744,1,300606,2,677362,332436,45080,299846,461563,1,76385,385178,3187,5969,376022,460623,1,49080,5,30614,18466,853078,1,19333,5914,2155,1361,3400,229261,127729,2714,42004,38027,381181
0100000US,,United States,,311221,Wet corn milling,,2008,8400,1,543990,142684,1,51274,14353,15039,62018,5123,11498,314633,8071758,1,6498981,312285,84613,811152,1,7616535,364727,1,3117665,225454,15203944,1,14877278,302543,326666,,,,7125156,1,628134,1,292169,1,44526,1,291438,1,630201,299550,48743,281908,486275,1,63664,422611,5086,12542,404983,393069,1,54304,1,34538,19766,777883,2,8566,5420,1353,1370,3663,226659,131392,2479,43165,29095,324720
0100000US,,United States,,311225,Fats and oils refining and blending,,2009,8409,5,425040,133677,4,55913,12888,9585,55290,6295,13500,277030,10574338,1,9980173,348170,86750,90559,1,1072495,68686,2,,,14017490,1,13622262,1284112,395228,391516,,,3384861,2,677095,2,327761,2,58209,1,291124,2,834965,354637,93049,387279,140568,3,30465,110104,1062,5409,103633,129496,2,28221,5,13128,15093,386527,10,14654,1924,1034,955,2940,85916,33636,7615,17015,17228,203612
0100000US,,United States,,311225,Fats and oils refining and blending,,2008,8898,1,420452,114213,1,46502,14045,7292,46374,6787,15010,284196,14659277,1,14062769,356027,26653,142351,1,1244036,71477,1,,,19014875,1,18637012,1560632,377863,,,,4313250,1,947994,1,347977,1,106854,1,493163,1,984744,383821,111761,489162,116504,1,14277,102227,1143,3553,97532,143238,1,27531,2,11323,16209,415010,1,16943,2283,1230,1005,2629,105764,42254,3964,12094,14516,212328
0100000US,,United States,,31122N,Soybean and other oilseed processing,,2009,7341,4,364472,126831,6,51376,16924,11269,47261,5428,11496,235559,20662785,1,19968616,219778,30862,253844,1,3946930,189685,1,,,27566471,1,,9010723,,,,6266,7129485,1,1572559,1,923699,1,44878,1,603983,4,1373668,714085,48679,610904,222604,3,41140,181464,726,2858,177880,237710,3,30909,1,10659,20250,318871,1,7120,1424,,1443,3400,67191,29240,,12616,22978,171432
0100000US,,United States,,31122N,Soybean and other oilseed processing,,2008,7667,1,386798,112316,1,43610,12704,10272,45731,5519,11926,237840,25169686,1,24116762,392058,27119,383520,1,4194801,250228,1,,,31809204,1,31149825,10384004,659379,,,,6141912,1,1282090,1,711387,2,35094,1,535609,2,1933703,1177571,55089,701043,229080,3,23430,205650,1907,4156,199586,183958,1,34064,2,13641,20423,526272,6,11825,2744,1203,1263,5743,122791,47075,2353,20908,25382,284985
0100000US,,United States,,31123,Breakfast cereal manufacturing,,2009,12958,3,784826,302588,1,134371,13325,23470,131421,10561,22334,616091,3548133,1,3319866,37361,18230,84010,1,1530077,88666,1,,,11572501,1,11492472,304767,80028,72823,,7205,7988393,1,386950,1,152087,1,19269,2,215595,1,395733,184663,18653,192418,228012,3,40922,187090,3052,4677,179361,296511,1,17155,3,11285,5870,483130,6,32527,2893,,6367,5048,74692,23312,,26262,29613,205949
0100000US,,United States,,31123,Breakfast cereal manufacturing,,2008,13269,1,778063,284380,1,132732,25558,21338,104751,10839,23092,605813,3325639,2,3075695,41955,17904,91503,1,1612991,98583,1,,,10748208,1,10691180,375680,57028,,,,7463200,1,411734,3,195986,6,20302,1,195446,1,346510,150693,16369,179448,252800,3,29968,222832,6436,8141,208254,296970,1,14460,5,8391,6068,374111,10,19982,2524,1554,4321,3731,63348,16903,42220,17304,19919,182304
0100000US,,United States,,311230,Breakfast cereal manufacturing,,2009,12958,3,784826,302588,1,134371,13325,23470,131421,10561,22334,616091,3548133,1,3319866,37361,18230,84010,1,1530077,88666,1,,,11572501,1,11492472,304767,80028,72823,,7205,7988393,1,386950,1,152087,1,19269,2,215595,1,395733,184663,18653,192418,228012,3,40922,187090,3052,4677,179361,296511,1,17155,3,11285,5870,483130,6,32527,2893,,6367,5048,74692,23312,,26262,29613,205949
0100000US,,United States,,311230,Breakfast cereal manufacturing,,2008,13269,1,778063,284380,1,132732,25558,21338,104751,10839,23092,605813,3325639,2,3075695,41955,17904,91503,1,1612991,98583,1,,,10748208,1,10691180,375680,57028,,,,7463200,1,411734,3,195986,6,20302,1,195446,1,346510,150693,16369,179448,252800,3,29968,222832,6436,8141,208254,296970,1,14460,5,8391,6068,374111,10,19982,2524,1554,4321,3731,63348,16903,42220,17304,19919,182304
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,2009,61082,1,2620817,825737,1,326220,65088,70753,363676,46953,92428,1803295,13776525,1,12476994,539068,160593,373163,1,3059001,226707,1,,,27654266,1,26869290,1470181,784976,688299,,,13784833,1,3607219,1,1830283,1,418113,1,1358823,1,3557171,1949920,408846,1198405,752386,2,98276,654109,17919,22483,613707,668248,1,169056,2,111920,57137,2599685,2,160152,4868,5190,7545,20606,432906,139148,287368,158275,211368,1172259
0100000US,,United States,,3113,Sugar and confectionery product manufacturing,,2008,62082,2,2629158,807956,1,316503,71883,70011,349558,47562,94714,1823691,13602087,1,12336821,491728,157310,386321,1,3148505,229907,1,,,26605688,1,25842872,1381857,762816,677572,,,13046887,1,3454279,1,1891454,1,395684,2,1167141,2,3334504,1819164,382898,1132441,851513,2,145046,706466,20457,34954,651056,639254,1,158076,2,107024,51052,2221144,2,173774,5428,3742,9726,15497,210824,108704,290865,150633,82162,1169789
0100000US,,United States,,31131,Sugar manufacturing,,2009,12803,1,605962,215126,1,67924,16742,19710,110751,10339,22193,442323,4663629,1,4216272,86355,25752,266595,1,1080296,68656,2,761712,,7610473,1,7515213,175646,95260,,,,2922220,3,1509774,1,882705,2,179100,1,447969,1,1415852,933482,151429,330941,327279,2,31411,295867,12233,3459,280175,260119,1,56665,1,18043,38622,1259227,1,,,,1317,8234,342072,98107,,96974,173919,318142
0100000US,,United States,,31131,Sugar manufacturing,,2008,12381,1,582210,199730,1,66628,20394,17579,95129,10077,21635,429775,4742262,1,4316449,57242,25701,273855,1,1063916,69015,1,890332,,7301519,1,7212985,,88534,,,,2600699,1,1413204,1,927427,1,152807,1,332970,1,1390642,876246,160799,353597,316355,3,35005,281350,5128,1997,274225,238678,1,52663,1,16189,36475,796957,1,,,,,,99547,57915,,83074,41197,283725
0100000US,,United States,,311313,Beet sugar manufacturing,,2009,6036,1,270962,95367,1,25704,11432,7227,51004,5330,11124,217129,1771043,1,1524010,41148,670,166339,1,651476,38876,1,479233,,3197554,1,3153564,,43990,,,,1399677,1,801034,1,437416,1,,,,,752941,480483,,,76158,1,6027,70131,,,67781,100345,1,21217,1,2059,19158,358366,1,,71,,189,1230,3852,,,,14035,14071
0100000US,,United States,,311313,Beet sugar manufacturing,,2008,5973,1,257012,90223,1,28379,9550,7960,44334,5283,10709,207711,1801924,1,1560719,30955,575,173079,1,655896,36597,1,494108,,3117733,1,3072088,,45646,38115,,7531,1306888,1,750535,1,475150,1,,,,,803625,475315,,,116844,2,8719,108124,544,678,106902,88415,1,19585,3,939,18646,354115,1,,,,,,,,,,10544,13609
0100000US,,United States,,31131N,Sugar cane mills and refining,,2009,6767,1,335000,119759,1,42220,5310,12483,59747,5009,11069,225194,2892586,1,2692262,45207,25082,100256,1,428820,29780,4,282479,,4412919,2,4361649,,51270,,,,1522543,5,708740,2,445289,4,,,,,662911,452999,,,251121,2,25384,225736,,,212394,159774,1,35448,2,15984,19464,900861,1,,,,1128,7004,338220,,,,159884,304071
0100000US,,United States,,31131N,Sugar cane mills and refining,,2008,6409,1,325198,109507,1,38250,10844,9618,50795,4794,10925,222064,2940338,1,2755730,26287,25126,100776,1,408021,32418,1,396224,,4183785,1,4140897,,42888,,,,1293811,1,662669,1,452277,1,,,,,587017,400931,,,199511,4,26286,173225,4584,1318,167323,150263,1,33079,1,15250,17829,442842,1,,,235,,,,,,,30652,270116
0100000US,,United States,,31132,Chocolate and confectionery manufacturing from cacao beans,,2009,7464,6,348145,109731,2,50243,7261,10325,41902,5455,10966,242603,2662242,1,2429487,174853,7950,18882,1,361318,31070,3,,,4125344,1,3927459,,197886,,,,1444085,2,702892,2,296170,2,102127,1,304594,3,711161,329140,97519,284502,86397,1,19116,67281,974,4581,61725,69681,2,22706,4,18910,3796,248080,3,,288,,2877,1984,17641,7699,,13012,5170,164409
0100000US,,United States,,31132,Chocolate and confectionery manufacturing from cacao beans,,2008,7329,1,354436,102300,1,44658,7217,9146,41279,5310,10688,245838,2580794,1,2350492,167915,8504,20553,1,412207,33330,1,548,,4031251,2,3837545,,193705,,,,1475274,6,696689,2,329214,1,97139,1,270337,6,694005,319267,90168,284570,102606,3,28408,74198,1781,4412,68005,74148,2,21427,1,18877,2550,281290,9,,,,2233,1391,17321,8301,,10377,4564,209123
0100000US,,United States,,311320,Chocolate and confectionery manufacturing from cacao beans,,2009,7464,6,348145,109731,2,50243,7261,10325,41902,5455,10966,242603,2662242,1,2429487,174853,7950,18882,1,361318,31070,3,,,4125344,1,3927459,,197886,,,,1444085,2,702892,2,296170,2,102127,1,304594,3,711161,329140,97519,284502,86397,1,19116,67281,974,4581,61725,69681,2,22706,4,18910,3796,248080,3,,288,,2877,1984,17641,7699,,13012,5170,164409
0100000US,,United States,,311320,Chocolate and confectionery manufacturing from cacao beans,,2008,7329,1,354436,102300,1,44658,7217,9146,41279,5310,10688,245838,2580794,1,2350492,167915,8504,20553,1,412207,33330,1,548,,4031251,2,3837545,,193705,,,,1475274,6,696689,2,329214,1,97139,1,270337,6,694005,319267,90168,284570,102606,3,28408,74198,1781,4412,68005,74148,2,21427,1,18877,2550,281290,9,,,,2233,1391,17321,8301,,10377,4564,209123
0100000US,,United States,,31133,Confectionery manufacturing from purchased chocolate,,2009,24283,1,961119,281503,2,113056,23193,22174,123080,18850,34599,659098,3881660,1,3518437,205694,20825,58969,1,981337,77735,1,,,9616839,1,9237099,548307,379740,308982,28546,42212,5718448,1,901997,1,420398,1,91051,4,390549,2,893006,431876,101765,359365,193802,8,26133,167668,3213,7866,156589,198307,1,54722,6,48064,6658,348336,6,71882,,,1447,4057,38129,20373,,20524,18421,155731
0100000US,,United States,,31133,Confectionery manufacturing from purchased chocolate,,2008,25718,3,986019,288272,2,118282,23777,22744,123468,19519,36835,683012,3901256,2,3565670,172586,21310,59859,1,1036407,81831,1,,,9159552,1,8839769,583472,319783,286461,,,5192943,2,823950,2,399163,3,88916,7,335871,1,804402,405823,90266,308313,208110,2,43349,164760,6293,17292,141176,188339,1,51219,4,46271,4948,400675,6,88318,,1967,,,47326,26228,,27374,21157,164314
0100000US,,United States,,311330,Confectionery manufacturing from purchased chocolate,,2009,24283,1,961119,281503,2,113056,23193,22174,123080,18850,34599,659098,3881660,1,3518437,205694,20825,58969,1,981337,77735,1,,,9616839,1,9237099,548307,379740,308982,28546,42212,5718448,1,901997,1,420398,1,91051,4,390549,2,893006,431876,101765,359365,193802,8,26133,167668,3213,7866,156589,198307,1,54722,6,48064,6658,348336,6,71882,,,1447,4057,38129,20373,,20524,18421,155731
0100000US,,United States,,311330,Confectionery manufacturing from purchased chocolate,,2008,25718,3,986019,288272,2,118282,23777,22744,123468,19519,36835,683012,3901256,2,3565670,172586,21310,59859,1,1036407,81831,1,,,9159552,1,8839769,583472,319783,286461,,,5192943,2,823950,2,399163,3,88916,7,335871,1,804402,405823,90266,308313,208110,2,43349,164760,6293,17292,141176,188339,1,51219,4,46271,4948,400675,6,88318,,1967,,,47326,26228,,27374,21157,164314
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,2009,16532,1,705592,219378,1,94998,17892,18544,87944,12310,24671,459272,2568993,1,2312798,72166,106067,28718,3,636050,49245,1,,,6301610,1,6189519,,112090,104450,,,3700079,1,492556,1,231011,1,45834,3,215711,1,537152,255423,58132,223598,144909,4,21616,123293,1499,6577,115217,140142,1,34963,2,26903,8061,744043,4,58946,2332,1069,1904,6331,35065,12970,49825,27765,13859,533977
0100000US,,United States,,31134,Nonchocolate confectionery manufacturing,,2008,16653,5,706493,217654,3,86934,20495,20542,89682,12656,25556,465066,2377774,1,2104211,93985,101795,32053,4,635974,45731,3,,,6113366,1,5952573,95606,160793,,,,3777972,2,520436,3,235651,5,56822,3,227963,4,445455,217828,41666,185961,224442,7,38284,186158,7254,11253,167651,138089,4,32767,4,25688,7080,742222,3,62105,2366,1241,3223,6479,46629,16260,46241,29807,15244,512628
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,2009,16532,1,705592,219378,1,94998,17892,18544,87944,12310,24671,459272,2568993,1,2312798,72166,106067,28718,3,636050,49245,1,,,6301610,1,6189519,,112090,104450,,,3700079,1,492556,1,231011,1,45834,3,215711,1,537152,255423,58132,223598,144909,4,21616,123293,1499,6577,115217,140142,1,34963,2,26903,8061,744043,4,58946,2332,1069,1904,6331,35065,12970,49825,27765,13859,533977
0100000US,,United States,,311340,Nonchocolate confectionery manufacturing,,2008,16653,5,706493,217654,3,86934,20495,20542,89682,12656,25556,465066,2377774,1,2104211,93985,101795,32053,4,635974,45731,3,,,6113366,1,5952573,95606,160793,,,,3777972,2,520436,3,235651,5,56822,3,227963,4,445455,217828,41666,185961,224442,7,38284,186158,7254,11253,167651,138089,4,32767,4,25688,7080,742222,3,62105,2366,1241,3223,6479,46629,16260,46241,29807,15244,512628
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,2009,167159,1,6302036,1906441,1,796510,100129,136337,873464,139435,278850,4610336,35818298,1,33034121,1051921,243970,797442,1,10067954,690844,1,204158,81173,64629417,1,62950840,2281054,1678577,1324112,277494,76970,29031924,1,10721446,1,6970903,1,1205163,4,2545380,1,9925739,6385677,1159188,2380874,1994323,1,364969,1629354,24378,71172,1533804,1475531,1,526021,8,230573,295448,5148462,2,320958,21864,12484,29878,35381,497299,328590,357618,224836,176341,3143213
0100000US,,United States,,3114,Fruit and vegetable preserving and specialty food manufacturing,,2008,167590,1,6261097,1756949,1,676568,168365,132550,779466,138562,281965,4480075,35360803,1,32420001,1087150,280771,925241,1,9553902,647639,1,,52194,63316525,1,61575057,1984205,1741467,1350619,323969,66879,27961924,1,9873534,1,6367792,2,1197853,1,2307890,1,9407014,5962110,1187908,2256996,1970284,2,342932,1627352,55124,67115,1505112,1365111,1,406384,1,210350,196034,4482881,3,286288,23495,9100,23381,31095,397134,290795,298875,177183,156213,2789321
0100000US,,United States,,31141,Frozen food manufacturing,,2009,86801,1,2989838,897981,1,395652,27749,64742,409838,72135,142868,2158258,14131547,1,13126560,250348,120876,271804,1,5483950,361959,1,,,26436565,1,26059137,179149,377427,300898,54843,21686,12271569,1,3219069,2,2221052,3,136267,7,861750,2,2978266,2005940,165402,806925,873905,2,153673,720232,11253,29637,679342,613872,3,256656,17,91654,165002,2625889,3,152930,11536,4327,14391,15984,243495,160934,127584,120365,72606,1701739
0100000US,,United States,,31141,Frozen food manufacturing,,2008,85615,2,2948367,800012,1,299915,72459,60472,367166,71050,142802,2106912,13886676,1,12884365,207626,152709,316235,2,5353797,325742,2,,,25322553,1,24970269,227874,352283,261323,53067,37894,11427628,1,2817243,2,1925881,2,174839,1,716523,4,2614683,1728091,173181,713411,803157,4,166802,636354,43143,22867,570344,544032,1,166743,3,86454,80289,2114616,7,123828,12844,2561,10424,13858,196730,132522,77055,85486,57594,1401714
0100000US,,United States,,31141M,Frozen food manufacturing,,2009,86801,1,2989838,897981,1,395652,27749,64742,409838,72135,142868,2158258,14131547,1,13126560,250348,120876,271804,1,5483950,361959,1,,,26436565,1,26059137,179149,377427,300898,54843,21686,12271569,1,3219069,2,2221052,3,136267,7,861750,2,2978266,2005940,165402,806925,873905,2,153673,720232,11253,29637,679342,613872,3,256656,17,91654,165002,2625889,3,152930,11536,4327,14391,15984,243495,160934,127584,120365,72606,1701739
0100000US,,United States,,31141M,Frozen food manufacturing,,2008,85615,2,2948367,800012,1,299915,72459,60472,367166,71050,142802,2106912,13886676,1,12884365,207626,152709,316235,2,5353797,325742,2,,,25322553,1,24970269,227874,352283,261323,53067,37894,11427628,1,2817243,2,1925881,2,174839,1,716523,4,2614683,1728091,173181,713411,803157,4,166802,636354,43143,22867,570344,544032,1,166743,3,86454,80289,2114616,7,123828,12844,2561,10424,13858,196730,132522,77055,85486,57594,1401714
0100000US,,United States,,31142,"Fruit and vegetable canning, pickling, and drying",,2009,80357,1,3312198,1008460,1,400858,72381,71595,463626,67300,135982,2452078,21686752,1,19907561,801573,123095,525638,1,4584004,328885,1,,81173,38192852,1,36891703,2101905,1301149,1023214,222652,55284,16760356,1,7502376,1,4749851,1,1068897,4,1683629,1,6947473,4379737,993787,1573949,1120418,1,211296,909122,13124,41535,854463,861659,1,269364,2,138919,130446,2522573,2,168029,10328,8157,15487,19398,253803,167657,230035,104471,103735,1441473
