GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,BENEFIT,BENEFIT_S,BENHEA,BENPEB,BENPEC,BENOTH,EMPAVPW,HOURS,PAYANPW,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,RCPTOT,RCPTOT_S,RCPTPLM,RCPTRAN,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,VALADD,VALADD_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO,DPRTOT,DPRTOT_S,RPTOT,RPTOT_S,RPBLD,RPMCH,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
Geographic identifier code,Id2,Geographic area name,2007 NAICS codes and NAICS-based rollup code,Meaning of 2007 NAICS codes and NAICS-based rollup code,Year,Number of employees,Relative standard error of total number of employees (%),"Annual payroll ($1,000)","Total fringe benefits ($1,000)",Relative standard error of total fringe benefits (%),"Employer's cost for health insurance ($1,000)","Employer's cost for defined benefit pension plans ($1,000)","Employer's cost for defined contribution plans ($1,000)","Employer's cost for other fringe benefits ($1,000)",Production workers avg per year,"Production workers hours (1,000)","Production workers wages ($1,000)","Total cost of materials ($1,000)",Relative standard error of total cost of materials (%),"Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Cost of purchased fuels ($1,000)",Relative standard error of cost of purchased fuels (%),"Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of purchased electricity (%),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Total value of shipments ($1,000)",Relative standard error of total value of shipments (%),"Value of products shipments ($1,000)","Value of interplant transfers ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value added ($1,000)",Relative standard error of value added (%),"Total inventories, end of year ($1,000)","Relative standard error of total inventories, end of year (%)","Finished goods inventories, end of year ($1,000)","Relative standard error of finished goods inventories, end of year (%)","Work-in-process inventories, end-of-year  ($1,000)","Relative standard error of work-in-process inventories, end of year (%)","Materials and supplies inventories, end of year ($1,000)","Relative standard error of materials and supplies inventories, end of year (%)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of total capital expenditures (new and used) (%),"Capital expenditures on buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)","Total depreciation ($1,000)",Relative standard error of total depreciation (%),"Total rental payments ($1,000)",Relative standard error of total rental payments (%),"Rental payments for buildings and other structures ($1,000)","Rental payments for machinery and equipment ($1,000)","Total other expenses ($1,000)",Relative standard error of total other expenses (%),"Temporary staff and leased employee expenses ($1,000)","Expensed computer hardware and other equipment ($1,000)","Expensed purchases of software ($1,000)","Data processing and other purchased computer services ($1,000)","Communication services ($1,000)","Repair and maintenance services of buildings and/or machinery ($1,000)","Refuse removal (including hazardous waste) services ($1,000)","Advertising and promotional services ($1,000)","Purchased professional and technical services ($1,000)","Taxes and license fees ($1,000)","All other expenses ($1,000)"
0100000US,,United States,334613,Magnetic and optical recording media manufacturing,2009,5965,1,437842,113699,1,37231,D,D,50993,3860,7986,158342,1323672,1,D,D,D,4934,4,532024,37047,2,S,S,2044456,5,D,S,D,D,D,D,740199,15,221933,18,91054,20,50950,9,79929,22,143828,D,D,D,106075,8,15845,90231,11417(s),9605,69209,145845,3,19105,5,15306,3799,136261,13,23454,3202,4506,1220,2656,21344,6495,7732,36186,13638,15828
0100000US,,United States,335110,Electric lamp bulb and parts manufacturing,2009,7719,2,430773,134646,2,55989,9332,9051,60274,6437,11789,318720,969931,4,784440,D,D,D,S,365207,28943,3,S,S,1941446,5,D,92655,D,D,710,S,957935,8,191610,6,75127,9,34716,3,81766,6,221922,88971,35259,97693,39155,11,3996,35159,54(s),974,34131,82735,6,10003,10,D,D,316732,12,6809,1398,697,1595,2191,23226,3801,9085,10989,4891,252050
0100000US,,United States,33512M,Lighting fixture manufacturing,2009,40065,2,1740245,489388,2,197816,13552,37520,240501,25701,50348,775193,4632228,2,3913205,D,D,D,S,658656,57915,3,D,S,9599114,2,D,124401,D,D,S,12537,4856534,2,1354092,2,408923,4,220057,4,725113,1,1587314,519486,236654,831174,343519,4,85254,258265,7195,37175,213895,186157,2,138192,3,115859,22333,1145771,4,56362,7225,7788,8378,19370,38944,16826,84494,87064,33812,785508
0100000US,,United States,33521M,Small electrical appliance manufacturing,2009,10676,1,427348,127927,2,59001,4561,10719,53647,8205,15990,245824,1944257,1,1456632,432972,27848,5827,1,316541,20978,1,S,S,3875919,1,3209712,D,666207,645926,D,D,1883992,1,437135,3,258127,1,39084,5,139923,5,514083,300997,44338,168748,38750,5,364,38386,1188,3496,33702,378434,1,13222,5,D,D,348748,1,15447,1652,1508,3644,5784,17119,6133,37928,24442,9224,225866
0100000US,,United States,335221,Household cooking appliance manufacturing,2009,10014,1,352981,123388,1,52714,723(s),8782,61169,8742,16086,260362,2327777,1,2072289,207901,19066,12090,1,246851,16432,1,S,S,3835185,1,3602255,D,232930,228948,D,D,1438911,1,296103,1,155883,1,22054,3,118166,1,381470,217014,29730,134726,84595,2,4882,79713,D,D,75711,146394,1,D,S,8566,D,190643,3,30770,D,1760,652,1893,17952,7532,3862,D,9956,109272
0100000US,,United States,335222,Household refrigerator and home freezer manufacturing,2009,10449,1,437898,214394,1,105966,9832,7702,90894,9156,16566,344700,1953256,1,1889683,D,D,7491,1,404448,27368,1,S,S,3649074,1,D,D,D,D,S,D,1707879,1,346378,1,234432,1,15812,1,96134,1,363100,210561,27622,124917,D,S,1622,D,D,D,D,105975,1,D,S,D,D,245423,1,19711,778,79,144,D,23198,D,420,5654,7594,185113
0100000US,,United States,335224,Household laundry equipment manufacturing,2009,7927,1,315589,138511,1,61238,8119,11168,57986,7326,13623,267125,2034735,1,1997414,D,D,7637,1,236498,16495,1,S,S,3357541,1,D,D,D,D,S,D,1295279,1,239951,1,D,S,3027,1,D,S,263617,D,7353,D,D,S,330,D,S,D,D,53972,1,D,S,D,D,88827,1,4442,D,D,55,D,15762,D,30,D,D,D
0100000US,,United States,335228,Other major household appliance manufacturing,2009,9516,1,404845,157438,1,76581,8254,15636,56966,7651,15327,287711,1846530,1,1748808,D,D,13495,1,328211,22024,1,D,S,3990223,1,3907380,49115,82843,D,S,D,2125024,1,268035,1,D,S,23588,1,D,S,317776,D,28543,D,59536,1,4761,54775,D,D,D,108750,1,D,S,D,D,145364,1,14555,D,D,1685,D,21931,7203,8127,9471,D,D
0100000US,,United States,335311,"Power, distribution, and specialty transformer manufacturing",2009,19185,2,893348,264170,2,114381,14448,21968,113373,13224,25109,462094,3017607,2,2760089,174743,22027,21358,4,479019,39390,2,S,S,5989002,2,5679617,139679,309384,216848,99388,S,2891941,2,725485,3,169091,8,250420,3,305973,2,904289,201596,302267,400426,217379,4,51231,166148,5839,13212,147097,109771,1,37746,4,30205,7541,527433,6,27774,7050,4035,8706,8471,58498,6092,13195,54695,16277,322640
0100000US,,United States,335312,Motor and generator manufacturing,2009,37640,3,1570853,509496,3,213044,20549,31729,244174,25018,45878,855600,5503308,2,4802618,508596,100291,25898,6,893528,65906,8,D,S,10855168,2,9913895,378975,941274,627735,134552(s),178987,5098260,3,1494506,2,503135,3,348370,6,643001,2,1961587,623873,465087,872627,194134,4,29027,165107,1478,14589,149039,213375,3,68042,15,55211,12831,706753,5,27812,8680,7822,6537,13740,63720,17150,27937,63100,21972,448283
0100000US,,United States,335313,Switchgear and switchboard apparatus manufacturing,2009,33917,2,1787602,526606,2,212222,35959,49978,228448,23020,44402,908467,5201197,2,4837386,244152,49505,17573,4,712196,52581,2,S,S,10598214,2,10087367,621154,510847,458844,D,D,5289214,2,994990,2,195186,4,247294,2,552509,3,1152785,266545,287291,598949,199047,13,39610,159436,3611,17612,138214,138118,2,83549,4,57354,26195,860869,10,47185,8164,6100,16630,11935,46119,12749,22740,47965,31551,609730
0100000US,,United States,335314,Relay and industrial control manufacturing,2009,33980,2,1756563,492452,2,202631,33640,40280,215902,19017,35024,737136,4120181,2,3369806,610331,93148,9721,11,463247,37176,2,S,S,8978333,2,7892976,249769,1085357,936299,D,D,4649998,2,1155819,3,248597,4,294625,6,612597,5,1359832,338298,404608,616925,166017,18,68160,97857,1480,11629,84748,108828,3,82310,9,73549,8762(s),614782,6,47662,10149,4792,9634,17676,41522,8878,20871,51931,19284,382382
0100000US,,United States,335911,Storage battery manufacturing,2009,18430,1,835346,262927,2,123144,6884,21543,111356,13404,26089,444822,3001677,2,2669888,173175,7531,52136,1,2095288,98948,1,S,S,5508397,2,5284069,D,224328,D,D,D,2379930,3,664218,4,203117,10,302482,1,158619,3,790602,223390,403168,164045,224667,10,56543,168124,864,5229,162031,154402,2,20845,9,D,D,310165,5,11367,D,499,D,4319,51177,14922,5562,16355,9704,190931
0100000US,,United States,335912,Primary battery manufacturing,2009,7235,1,360146,124120,1,49865,7206,8235,58814,5450,10975,216859,1911339,1,1857052,25531,4743,5294,1,287637,18718,1,S,S,3712283,1,3662385,D,49898,D,S,D,1807657,1,261260,1,44999,1,103031,1,113230,1,239288,29459,112361,97467,54439,1,8856,45583,267,479,44837,75748,1,8075,1,D,D,68377,1,16387,D,424,D,900,20407,1769,701,2228,5300,18289
0100000US,,United States,33592M,Communication and energy wire and cable manufacturing,2009,29566,1,1358849,436102,1,170241,17215,37601,211044,21012,40335,764675,7337333,1,6939710,217359,51115,23101,2,1409346,106048,1,15068,S,11404357,1,10938386,295919,465970,257237,30855(s),177878,3969359,1,1356254,1,623158,1,288841,1,444254,2,1476102,704430,295556,476116,219662,6,74187,145475,1004,9041,135430,215174,1,71982,3,56312,15670,710857,2,22689,5453,3300,5136,10467,64127,17235,11107,31769,30988,508586
0100000US,,United States,33593M,Wiring device manufacturing,2009,39558,2,1795687,530842,2,222781,23619,42287,242156,25654,47853,864117,4165825,2,3530247,440252,86364,21282,6,1033256,87680,3,D,234,9901061,2,9240232,D,660829,599587,16953,44289,5490955,3,1200452,3,531478,6,177621,5,491354,3,1536102,687683,245952,602467,194982,4,20802,174180,2375,16914,154891,262354,2,70654,4,51426,19228,1060401,5,78909,12366,9996,5698,19165,82347,34005,57214,79182,32029,649490
0100000US,,United States,335991,Carbon and graphite product manufacturing,2009,7790,1,365649,119064,3,47741,9201,9087,53037,5446,10916,217536,1052226,2,791548,137762,12058,48140,1,1043799,62718,1,S,D,1982585,1,1822241,266210,160344,157762,D,D,874379,2,611606,3,223419,9,193431,1,194757,2,703408,239973,235799,227635,189428,4,52480,136949,2087,9116,125745,112970,1,10719,3,6122,4597,259890,6,9660,1117,696,2342,3575,22502,7620,3092,12838,13162,183286
0100000US,,United States,335999,All other miscellaneous electrical equipment and component manufacturing,2009,29273,5,1792092,522734,3,192447,19885,47247,263155,13391,26333,576774,3542611,3,3157532,243017,72486,9614,8,606324,59961,2,D,S,7472813,3,7267437,93469,205376,270427(s),S,S,3780930,4,1513188,3,453972,6,277433,3,781782,4,1728615,526727,377610,824279,197762,5,25892,171870,4386,26787,140697,189320,6,92014,5,75651,16363,1110175,5,61627,27839,8929,5003,22284,31194,23018,34151,96903,22893,776333
0100000US,,United States,336111,Automobile manufacturing,2009,51440,1,3358548,1570636,1,632769,178949,77348,681571,43762,87623,2755570,40279888,2,39022861,921782,31690,122466,1,3158102,181089,1,D,D,53724061,2,52406195,D,1317866,D,D,D,13338967,3,1701794,1,83415,1,267245,1,1351134,1,1565672,176531,276301,1112840,1566900,2,130635,1436265,151205,52707,1232353,1860500,1,40348,3,19414,20934,1609648,1,360412,D,25405,D,7841,106747,86709,D,96946,75823,711054
0100000US,,United States,336112,Light truck and utility vehicle manufacturing,2009,50070,1,3479392,1534709,1,631647,132372,68530,702160,42592,78644,2912647,54862286,1,54458999,19270,29900,158097,1,3124758,196020,1,D,D,80404974,1,80317569,D,87405,D,D,D,25459395,1,1558695,1,157956,1,422717,1,978022,1,1731362,203164,460802,1067396,1625562,1,51814,1573748,19921,26304,1527523,2187990,1,44519,1,13938,30581,1214728,1,35400,D,D,38738,12069,177216,59692,D,122979,130143,514304
0100000US,,United States,336120,Heavy duty truck manufacturing,2009,21974,1,1089112,531083,1,251178,42869,32096,204939,16995,30165,723304,12417670,1,11662931,527618,164656,25272,2,499859,37193,1,S,S,15771411,1,15189449,D,581962,576938,S,5024,3169734,5,1494091,1,184014,1,494823,3,815254,1,1617577,268702,594696,754179,72942,1,8441,64501,308(s),4833,59360,162603,1,25958,4,15148,10810,641966,2,19027,D,D,D,8162,39989,15521,D,36302,19252,481191
0100000US,,United States,336211,Motor vehicle body manufacturing,2009,37561,2,1577667,449762,2,186014,25083,31158,207508,27494,52440,994250,6282658,2,5674893,466558,69952,26517,3,556954,44738,2,S,S,9571235,1,8937820,170656,633414,511253,D,D,3099055,2,1565945,2,364658,4,535678,3,665608,2,1773488,446964,638736,687787,340608,1,95782,244826,4356,10713,229757,116170,3,67684,4,55260,12423,662789,2,23759,8343,7158,9250,14329,36738,12535,33929,42993,24618,449138
0100000US,,United States,336212,Truck trailer manufacturing,2009,17781,3,646976,191030,3,88278,4108,13241,85403,13785,25422,425096,2623530,3,2489787,85023,13243(s),11143,8,359302,24335,5,S,S,4094631,3,3953119,9250,141512,D,D,41446,1341215,5,552770,4,149382,6,112679,10,290709,4,770857,194048,198078,378731,48534,5,18375,30160,1117,1986,27057,66701,3,18407,9,14938,3469,300858,14,5828,1740,1518,947,5373,18471,6184,11367,26634,18491,204304
0100000US,,United States,336213,Motor home manufacturing,2009,6889,7,261790,68297,8,29874,2497,3527,32399,4983,9269,166822,1155922,8,1109745,23659(s),12358,3893,15,72411,6268,12,S,S,1715710,9,1646443,S,69266,D,D,D,454220,17,298698,5,68300,11,91275,4,139122,4,527886,140982,116687,270217,7479,1,2723,4756,183,342,4231,24495,6,6713,8,6039,673,130735,1,907,407,1720,676,2452,7657,2273,14005,12683,6142,81813
0100000US,,United States,336214,Travel trailer and camper manufacturing,2009,26781,2,1033304,213474,3,73579,5269,10948,123679,21128,38778,722414,3828894,2,3664458,66046,60653,13913,4,302574,23824,2,221(s),S,5907545,2,5787290,50378,120255,D,D,D,1982792,3,613879,5,242409,11,60500,4,310971,2,775490,315406,74668,385417,35395,4,9896,25499,3632,2234,19633,72079,2,40843,4,32799,8044,510448,3,6800,1886,1080,1763,7498,17292,12360,29137,24698,21090,386846
0100000US,,United States,33631M,Motor vehicle gasoline engine and engine parts manufacturing,2009,43338,3,2183765,853912,2,391243,51031,45508,366129,32486,63401,1460048,9401498,3,8498693,572180,102718,51449,8,2587687,176458,4,D,D,16122589,2,15417278,3924984,705311,654916,S,50395,6673109,2,1490991,2,298668,3,335157,2,857166,2,1735433,389448,327253,1018733,632387,6,29664,602723,14666,25617,562440,916613,5,72413,3,39718,32695,995939,5,36423,11871,5907,26744,14814,94698,17345,6620,68247,77728,635541
0100000US,,United States,33632M,Motor vehicle electrical and electronic equipment manufacturing,2009,51816,3,2553546,818925,2,373280,38963,65023,341659,35021,68839,1324009,7401403,1,6287616,841460,150382,21178,5,1490950,100768,2,D,1213(s),13796310,1,12681021,909425,1115289,1041279,15514,58495,6250356,2,1563672,3,496859,6,217542,2,849271,3,1806818,581256,263436,962127,323804,1,30436,293368,4395,26687,262286,521143,2,100369,4,69901,30469,1463534,2,81476,21035,10827,57329,18495,74014,31384,14461,141858,74534,938123
0100000US,,United States,336330,Motor vehicle steering and suspension component (except spring) manufacturing,2009,33338,1,1340126,482035,1,198875,15517,30057,237586,24697,47476,832379,5015687,1,4718127,82644,81657,36525,2,1686787,96734,1,S,S,8092743,1,7969009,285091,123734,92692,724(s),30318,3032241,2,765321,2,177097,2,156458,1,431767,3,881083,204762,178915,497407,245982,2,64852,181129,2728,6569,171833,414580,1,41389,6,24278,17111,586360,3,46021,3633,3595,5771,6521,46501,12968,3648,41912,22346,393442
0100000US,,United States,336340,Motor vehicle brake system manufacturing,2009,20021,3,795655,319905,2,149550,10037,16307,144011,14436,27346,455081,4431016,2,3592725,733564,19685,18333,4,903083,66708,2,S,D,7541072,2,6731278,502542,809794,781664,D,D,2994044,2,750470,5,335337,14,66907,5,348226,7,892197,435576,89199,367422,147784,5,11489(s),136295,803(s),1188,134304,271360,2,26725,3,16652,10073,535135,4,28619,1660,1354(s),5521,6291,50943,15032,3797,26158,20606,375154
0100000US,,United States,336350,Motor vehicle transmission and power train parts manufacturing,2009,46946,3,2854918,1138983,1,510756,69354,47113,511760,35772,71417,2063467,11484687,4,10842537,238504,109718,83813,3,3076153,210114,1,D,D,21046860,3,20682614,5384435,364246,303839,D,D,9417340,2,1798037,3,364087,2,530569,7,903380,3,2046938,436227,573636,1037076,1368222,2,291102,1077120,6907,11972,1058241,1327380,2,93800,5,53167,40634,1278154,4,57861,9009,5245,20498,12150,126800,25201,13315,135289,116089,756697
0100000US,,United States,336360,Motor vehicle seating and interior trim manufacturing,2009,37555,2,1562249,553385,1,223434,13915,25969,290066,26570,53490,916781,9042290,2,8800591,80706,77475,17835,6,910268,65683,2,S,S,12941768,2,12708260,703273,233508,123595,D,D,3906049,1,630708,2,90744,4,125777,6,414187,2,641287,85789,115006,440492,176275,2,16118,160157,2175,7401,150580,328805,1,85354,3,68044,17310,925816,3,68555,4311,4960,6272,13847,73922,14184,7138,51233,27635,653760
0100000US,,United States,336370,Motor vehicle metal stamping,2009,65146,2,3074154,1083312,2,515927,41245,47775,478365,49922,94758,2233496,10027412,2,9199206,172748,371767,58656,3,3150193,225034,1,D,D,17738909,2,17264887,2294722,474022,194095,S,286763,7562837,2,1189722,3,315214,5,367360,3,507148,4,1431940,417242,399294,615404,758895,22,59237,699658,5996,20927,672735,1079506,1,198155,3,109836,88319,999652,4,87998,16007,11655,12906,16167,168779,25227,2484,80321,112237,465871
0100000US,,United States,336391,Motor vehicle air-conditioning manufacturing,2009,11201,1,472250,163927,1,75121,9569,15055,64183,8475,16136,313585,2598874,3,2326524,220191,10973,7544,6,612705,33643,1,S,S,3539306,2,3280692,D,258614,251091,D,D,903056,4,422351,5,106011,18,52077,1,264263,2,437113,143572,45099,248442,161943,1,984,160959,1824,4214,154921,183393,1,15113,4,10314,4799,230280,1,17188,680,2007,3429,2171,16101,15139,2346,18202,8143,144875
0100000US,,United States,336399,All other miscellaneous motor vehicle parts manufacturing,2009,94300,3,3710463,1258492,2,581077,55787,72323,549305,69534,133908,2319880,18645636,3,17198493,875730,220817,99004,6,3523790,251592,2,D,D,29701219,2,28546574,D,1154645,1058257,D,D,10830835,3,2452344,4,824793,7,438812,3,1188739,4,2979995,1030443,456930,1492622,763593,3,72783,690810,15755,27927,647128,1106818,2,247458,4,165295,82164,2352830,4,182289,11340,14700,27884,33042,184669,44976,46885,150438,105044,1551565
0100000US,,United States,336411,Aircraft manufacturing,2009,182045,1,14132627,4921578,1,2014317,774819,439126,1693317,97890,200836,7999635,50986702,1,46269516,1709455,2633822,87367,2,4931006,286542,1,S,S,95409243,1,92995418,833085,2413824,1824040,D,D,49349285,1,40084914,1,3286000,1,32654752,1,4144163,1,34650900,2967299,28010092,3673509,1275769,2,509109,766660,11071,74705,680885,917468,1,258528,2,199345,59183,8107987,1,679468,85401,122935,1219682,187461,234140,87434,153507,553727,338534,4445699
0100000US,,United States,336412,Aircraft engine and engine parts manufacturing,2009,63393,1,4293439,1301788,1,545746,78732,112527,564783,40554,80354,2370188,14417222,1,12595839,674673,D,D,S,1965855,156341,3,D,D,29573759,1,27713741,2270811,1860017,702578,108707,1048733,14726478,1,3833759,2,1064284,4,1882186,4,887289,4,4663598,1087741,2225602,1350255,440691,2,59778,380913,33842,27346,319725,608783,1,136043,2,100286,35758,2253730,4,107706,20949,19707,78568,44063,247368,57523,15414,154450,67357,1440625
0100000US,,United States,336413,Other aircraft parts and auxiliary equipment manufacturing,2009,110853,1,7163840,2154964,1,821951,131765,220861,980387,60458,120383,3208262,11474310,2,9637960,D,1270729,D,S,3254609,227107,1,D,D,32050688,1,31568199,1224158,482489,300059,D,D,21622751,1,8892966,1,1196071,3,6248669,1,1448226,3,8341113,1269457,5170422,1901234,824476,1,122069,702407,3204,64878,634325,621265,1,238947,2,183694,55252,2329620,3,400152,58870,59138,315678,58365,168447,118677,71547,176810,118102,783836
0100000US,,United States,336414,Guided missile and space vehicle manufacturing,2009,50338,1,4323686,2163452,1,479186,275226,149064,1259975,15012,29455,997729,7559325,1,D,D,D,13667,1,1119801,D,S,S,S,16141661,1,D,D,D,40916,D,D,9646809,1,3481420,1,23055,26,3306997,1,151368,10,2468134,54539,2204219,209376,386567,1,D,D,D,D,194701,224626,1,125378,1,107142,18236,1671628,1,165428,88698,89079,126828,50587,94385,32645,18582,81033,30320,894044
0100000US,,United States,336415,Guided missile and space vehicle propulsion unit and propulsion unit parts manufacturing,2009,15486,1,1248547,348070,1,104533,24699,29845,188993,5198,9904,305009,1361795,1,1276291,7373(s),D,18362,1,473610,D,S,S,D,4521328,1,D,553656,D,D,D,D,3076885,1,173429,2,1762,1,122253,3,49415,1,268436,6329,207763,54344,79117,2,15138,63979,D,D,53024,74892,1,63348,1,43938,19410,481581,2,53244,D,48960,7035,21995,38869,15818,D,36232,64358,163594
0100000US,,United States,336419,Other guided missile and space vehicle parts and auxiliary equipment manufacturing,2009,7662,2,463768,144902,6,59341,3883,17991,63687,3666,6084,154314,450850,4,D,D,D,7358,3,268625,21490,1,S,S,1227563,3,1200100,D,27463,D,D,12437,750847,3,181557,2,30065,2,112821,2,38672,2,205931,41342,132487,32101,32910,16,D,D,D,D,23424,23031,6,17436,28,14242,3194,209686,10,9073,D,3970,11549,3924,8810,4584,D,10721,5231,147144
0100000US,,United States,336510,Railroad rolling stock manufacturing,2009,25078,1,1465447,466775,1,194932,31346,45784,194713,16602,33318,810137,7616409,1,6628192,590864,217268,89337,1,2424543,90748,1,D,D,12019211,1,11026254,131384,992957,863691,D,D,4352692,1,1932777,1,505373,1,590199,1,837205,3,2274422,502535,655180,1116707,284303,1,110305,173998,3709,15062,155227,169082,1,58292,1,38563,19729,841343,1,49852,14771,8598,22721,14584,53642,20450,4559,111774,14263,526128
0100000US,,United States,336611,Ship building and repairing,2009,100372,1,5482170,2114870,1,656604,188606,145966,1123693,63615,125152,3013981,7676033,1,6562422,82738,842642,36529,4,2050525,151701,1,D,D,21801484,1,21500101,D,301383,D,D,D,14125452,1,1883129,1,158674,1,1410141,2,314314,3,2047528,171985,1528140,347402,681326,1,280367,400959,23149,60634,317176,320080,1,163335,3,87430,75905,3764189,1,229162,47605,206169,197940,35852,221314,33663,14431,87366,121877,2568811
0100000US,,United States,336612,Boat building,2009,26453,4,994993,260566,9,102682,9527,13943,134413,19430,36006,652629,3249273,3,2836393,253315,106156,16011,17,443356,37398,4,D,S,5446037,3,5113506,D,332531,307844,7384,S,2196764,4,1025069,4,307202,8,393916,6,323951,4,1476917,484903,508779,483235,116774,4,33045,83728,3122,4707,75899,160758,3,52637,12,37572,15066,765419,5,33218,4103,5422,5993,9361,22991,12006,89739,45605,27189,509793
0100000US,,United States,336991,"Motorcycle, bicycle, and parts manufacturing",2009,10506,2,491415,178001,2,69223,10708,10708,87363,7817,15048,317394,2551682,2,2299976,D,44063,D,S,357012,24934,1,S,S,5097019,1,D,D,D,D,413,1239,2456478,1,406614,2,190456,2,81109,1,135049,2,576678,265852,96882,213944,70594,3,2826,67768,1866,7251,58651,155314,1,19273,9,15833,3440,614588,4,20558,1437,866,842,2623,9254,5729,10248,18034,5595,539401
0100000US,,United States,336992,"Military armored vehicle, tank, and tank component manufacturing",2009,20285,1,1341139,431994,1,160153,30853,38275,202712,12570,28310,631150,9528676,1,8889763,D,75168,D,S,427972,D,S,S,S,14807987,1,D,D,D,D,D,D,5222991,1,2453018,1,239024,3,1152893,1,1061100,1,2438788,371723,1069959,997106,144976,3,30179,114797,1842,11138,101817,92638,2,41273,8,28435,12838,369799,3,81989,6830,13172,4430,3390,28704,19932,4407,42577,14797,149570
0100000US,,United States,336999,All other transportation equipment manufacturing,2009,11695,3,525560,256420,4,97703,14827,10894,132998,8021,13524,285768,3499990,1,3275771,D,22993,9042,3,245621,D,S,S,S,5212048,1,4953188,387893,258861,D,D,D,1699406,2,551320,1,193656,1,27749,7,329915,3,600078,203313,30634,366131,53262,10,4813,48449,1484,3661,43304,137910,1,26621,3,14824,11797,468435,13,26670,2357,1578,5995,9275,17581,7755,51543,29665,16137,299879
0100000US,,United States,337110,Wood kitchen cabinet and counter top manufacturing,2009,87008,3,2878188,691716,4,281403,19423,42778,348111,64330,120844,1873794,4459111,2,3978155,197105,130533,42164,4,1383564,111155,2,D,378,11130016,3,10563017,428335,566999,264072,292581(s),S,6591386,4,838655,3,195459,7,202976,6,440221,3,990021,213019,252327,524674,142769,7,28848,113921,11354,10336,92231,225580,4,190813,4,149706,41107,1530985,2,39661,5078,4535,6199,21601,88630,29740,83143,93331,54185,1104881
0100000US,,United States,337121,Upholstered household furniture manufacturing,2009,58753,2,1692784,432606,3,177925,14689,27036,212956,48434,84109,1252769,4928978,2,4008927,841782,18060,11711,7,621796,48497,2,D,S,9034512,2,7760721,225890,1273791,1201398,15058,57335,4050376,2,840504,2,287044,3,68378,3,485082,2,947748,325733,86128,535887,78647,17,40108,38539,3912,6931,27695,90620,11,98578,13,91053,7524,994592,3,20689,3759,3658,4702,50779,34445,8448,67771,46044,22734,731562
0100000US,,United States,337122,Nonupholstered wood household furniture manufacturing,2009,36468,4,1088629,277212,6,110564,9300(s),14253,143095,28865,52597,757569,2307068,4,1901484,297043,39503,16354,8,720758,52683,7,D,D,4659704,4,4219445,5846,440259,388199,37242,14819(s),2143898,5,848884,6,475869,7,117846,12,255168,7,1082186,635303,144835,302048,46920,6,7460,39459,2493,5398,31568,109461,4,71793,10,58236,13557,620640,6,22746,3530,5655,4776,10801,39606,15586,55476,32471,25753,404240
0100000US,,United States,337127,Institutional furniture manufacturing,2009,27214,3,1121647,315240,3,142956,7083,27615,137586,18944,37918,598435,2208621,3,1870484,204104,76028,18852,3,465375,39153,2,S,S,4982695,2,4670339,32775,312355,280209,7013,25133,2737114,3,567797,2,144497,4,119579,3,303721,2,611938,172443,125576,313918,81943,9,19724,62219,4281,9019,48919,81716,4,77572,4,63177,14395,651581,4,49397,5625,5619,4549,16015,32910,14040,44793,40978,23922,413732
0100000US,,United States,33712N,Other household nonupholstered furniture,2009,13507,2,477205,132310,3,52346,5652,7799,66512,10064,18839,282013,1786044,2,1371402,362213,16330,12258,4,339548,23842,2,S,S,3119128,2,2736338,13361,382790,368754,4218,9818,1294059,2,497050,2,252757,3,42063,8,202231,3,590569,283029,50428,257111,45068,3,2972,42096,1064,4632,36400,70912,2,55115,3,47093,8023,474101,5,18245,2058,1036,2395,7219,21635,7589,34089,35963,14072,329801
