GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,PAYANN_S,BENEFIT,BENEFIT_S,BENHEA,BENHEA_S,BENPEB,BENPEB_S,BENPEC,BENPEC_S,BENOTH,BENOTH_S,EMPAVPW,EMPAVPW_S,HOURS,HOURS_S,PAYANPW,PAYANPW_S,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTMPRT_S,CSTRSL,CSTRSL_S,CSTFU,CSTFU_S,CSTELEC,CSTELEC_S,CSTCNT,CSTCNT_S,ELECPCH,ELECPCH_S,ELECGEN,ELECGEN_S,ELECSLD,ELECSLD_S,RCPTOT,RCPTOT_S,RCPTPLM,RCPTPLM_S,RCPTRAN,RCPTRAN_S,MSCTOT,MSCTOT_S,MSCRSLTT,MSCRSLTT_S,MSCCNTTT,MSCCNTTT_S,MSCOTH,MSCOTH_S,VALADD,VALADD_S,INVTOTB,INVTOTB_S,INVFINB,INVFINB_S,INVWIPB,INVWIPB_S,INVMATB,INVMATB_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,CEXTOT,CEXTOT_S,CEXBLD,CEXBLD_S,CEXMCH,CEXMCH_S,CEXMCHA,CEXMCHA_S,CEXMCHC,CEXMCHC_S,CEXMCHO,CEXMCHO_S,RPTOT,RPTOT_S,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHTEMP_S,PCHCMPQ,PCHCMPQ_S,PCHEXSO,PCHEXSO_S,PCHDAPR,PCHDAPR_S,PCHCSVC,PCHCSVC_S,PCHRPR,PCHRPR_S,PCHRFUS,PCHRFUS_S,PCHADVT,PCHADVT_S,PCHPRTE,PCHPRTE_S,PCHTAX,PCHTAX_S,PCHOEXP,PCHOEXP_S
0100000US,,United States,3221,"Pulp, paper, and paperboard mills",2014,102726,0.1,7842795,0.1,2698476,0.1,1073851,0.1,361789,0.0,262394,0.1,1000443,0.1,82322,0.1,181290,0.1,6022732,0.1,38627242,0.1,31605025,0.1,306582,0.0,3812991,0.1,2613232,0.1,289413,0.0,46553892,0.1,37058626,0.0,4292717,0.0,82855115,0.1,82299578,0.1,19411655,0.0,555537,0.0,305094,0.0,3896,0.0,246547,0.0,44249173,0.1,6335231,0.1,2742781,0.1,467554,0.1,3124896,0.1,6502801,0.1,2808372,0.1,423263,0.3,3271166,0.1,5738971,0.1,642804,0.2,5096167,0.1,19420,0.1,124103,0.1,4952643,0.2,282937,0.2,71160,0.8,211777,0.1,7449513,0.2,148316,0.2,53039,0.1,29057,0.1,23962,0.1,27974,1.8,2265410,0.1,414202,0.9,40940,0.1,679406,0.1,416912,0.1,3350296,0.2
0100000US,,United States,32211,Pulp mills,2014,8429,0.0,684833,0.0,248718,0.0,94405,0.0,27410,0.0,28271,0.0,98632,0.0,6806,0.0,15498,0.0,525315,0.0,3312582,0.0,2752586,0.0,D,D,377561,0.0,133369,0.0,D,D,1985326,0.0,6842244,0.0,566436,0.0,6365434,0.0,6329066,0.0,429367,0.0,36368,0.0,D,D,0,X,D,D,3036531,0.0,618221,0.0,301924,0.0,23429,0.0,292868,0.0,613783,0.0,289932,0.0,19100,0.0,304751,0.0,571581,0.0,13696,0.0,557885,0.0,383,0.0,4432,0.0,553070,0.0,31847,0.0,7379,0.0,24468,0.0,736028,0.0,3073,0.0,5418,0.0,3683,0.0,378,0.0,2327,0.0,286777,0.0,34804,0.0,479,0.0,54333,0.0,51137,0.0,293619,0.0
0100000US,,United States,322110,Pulp mills,2014,8429,0.0,684833,0.0,248718,0.0,94405,0.0,27410,0.0,28271,0.0,98632,0.0,6806,0.0,15498,0.0,525315,0.0,3312582,0.0,2752586,0.0,D,D,377561,0.0,133369,0.0,D,D,1985326,0.0,6842244,0.0,566436,0.0,6365434,0.0,6329066,0.0,429367,0.0,36368,0.0,D,D,0,X,D,D,3036531,0.0,618221,0.0,301924,0.0,23429,0.0,292868,0.0,613783,0.0,289932,0.0,19100,0.0,304751,0.0,571581,0.0,13696,0.0,557885,0.0,383,0.0,4432,0.0,553070,0.0,31847,0.0,7379,0.0,24468,0.0,736028,0.0,3073,0.0,5418,0.0,3683,0.0,378,0.0,2327,0.0,286777,0.0,34804,0.0,479,0.0,54333,0.0,51137,0.0,293619,0.0
0100000US,,United States,32212,Paper mills,2014,59762,0.1,4415567,0.1,1621391,0.1,637433,0.1,237532,0.0,155616,0.1,590810,0.1,48594,0.1,105761,0.2,3397151,0.1,22194888,0.1,18651190,0.2,D,D,1845786,0.1,1457254,0.1,D,D,26855690,0.1,16043930,0.0,2170098,0.0,46409009,0.1,46176564,0.1,4380547,0.0,232445,0.0,D,D,D,D,144912,0.0,24148507,0.1,3915568,0.1,1818574,0.1,374667,0.2,1722326,0.1,3866299,0.1,1798564,0.1,329064,0.4,1738671,0.2,3423772,0.2,450466,0.2,2973306,0.3,8480,0.0,37246,0.1,2927581,0.3,140210,0.1,46340,0.0,93870,0.1,3787430,0.4,122279,0.2,33769,0.1,14746,0.1,16337,0.1,14477,3.5,781640,0.4,193122,2.0,38487,0.1,301768,0.1,225800,0.2,2045007,0.3
0100000US,,United States,322121,Paper (except newsprint) mills,2014,57331,0.1,4228185,0.1,1550912,0.1,613855,0.1,227926,0.0,148705,0.1,560426,0.1,46625,0.2,101539,0.2,3255600,0.1,21181513,0.1,17991278,0.2,70732,0.0,1775275,0.1,1181350,0.2,162878,0.0,20208134,0.1,D,D,D,D,44492680,0.1,44262821,0.1,4380547,0.0,229859,0.0,D,D,D,D,D,D,23223087,0.1,3724174,0.1,1756349,0.1,373603,0.2,1594221,0.1,3657139,0.1,1717367,0.1,324506,0.4,1615266,0.2,3319819,0.3,D,D,D,D,8480,0.0,D,D,2828064,0.3,136365,0.1,44826,0.0,91539,0.1,3575276,0.4,116765,0.2,33004,0.1,13282,0.1,16104,0.1,13995,3.6,739848,0.4,173330,2.2,38323,0.1,294000,0.1,206922,0.2,1929705,0.3
0100000US,,United States,322122,Newsprint mills,2014,2431,0.0,187382,0.0,70479,0.0,23578,0.0,9606,0.0,6911,0.0,30384,0.0,1969,0.0,4222,0.0,141551,0.0,1013375,0.0,659912,0.0,D,D,70511,0.0,275904,0.0,D,D,6647556,0.0,D,D,D,D,1916329,0.0,1913743,0.0,0,X,2586,0.0,D,D,D,D,D,D,925420,0.0,191394,0.0,62225,0.0,1064,0.0,128105,0.0,209160,0.0,81197,0.0,4558,0.0,123405,0.0,103953,0.0,D,D,D,D,0,X,D,D,99517,0.0,3845,0.0,1514,0.0,2331,0.0,212154,0.0,5514,0.0,765,0.0,1464,0.0,233,0.0,482,0.0,41792,0.0,19792,0.0,164,0.0,7768,0.0,18878,0.0,115302,0.0
0100000US,,United States,32213,Paperboard mills,2014,34535,0.0,2742395,0.1,828367,0.1,342013,0.1,96847,0.0,78507,0.1,311001,0.1,26922,0.1,60030,0.1,2100266,0.1,13119772,0.1,10201248,0.1,231134,0.0,1589644,0.0,1022609,0.0,75137,0.0,17712876,0.1,14172452,0.0,1556183,0.0,30080672,0.1,29793948,0.1,14601741,0.0,286724,0.0,216663,0.0,D,D,D,D,17064135,0.1,1801442,0.1,622282,0.1,69458,0.1,1109702,0.1,2022719,0.1,719876,0.1,75099,0.0,1227744,0.0,1743618,0.1,178642,0.1,1564975,0.1,10557,0.2,82426,0.1,1471992,0.1,110880,0.5,17441,3.4,93439,0.0,2926055,0.1,22964,0.0,13852,0.0,10628,0.0,7247,0.0,11170,0.0,1196993,0.1,186277,0.1,1974,0.0,323305,0.1,139976,0.1,1011670,0.1
0100000US,,United States,322130,Paperboard mills,2014,34535,0.0,2742395,0.1,828367,0.1,342013,0.1,96847,0.0,78507,0.1,311001,0.1,26922,0.1,60030,0.1,2100266,0.1,13119772,0.1,10201248,0.1,231134,0.0,1589644,0.0,1022609,0.0,75137,0.0,17712876,0.1,14172452,0.0,1556183,0.0,30080672,0.1,29793948,0.1,14601741,0.0,286724,0.0,216663,0.0,D,D,D,D,17064135,0.1,1801442,0.1,622282,0.1,69458,0.1,1109702,0.1,2022719,0.1,719876,0.1,75099,0.0,1227744,0.0,1743618,0.1,178642,0.1,1564975,0.1,10557,0.2,82426,0.1,1471992,0.1,110880,0.5,17441,3.4,93439,0.0,2926055,0.1,22964,0.0,13852,0.0,10628,0.0,7247,0.0,11170,0.0,1196993,0.1,186277,0.1,1974,0.0,323305,0.1,139976,0.1,1011670,0.1
0100000US,,United States,3222,Converted paper product manufacturing,2014,233032,0.5,12538521,0.5,3752225,0.6,1726353,0.8,233747,1.7,303509,2.2,1488615,0.7,180158,0.5,371212,0.5,8020690,0.5,63190372,0.5,57844812,0.5,3194094,2.8,477471,1.7,1057786,0.5,616210,2.4,13375554,0.5,D,D,D,D,104087358,0.4,99432862,0.4,5298035,0.0,4654496,2.6,3907773,2.9,414761,6.4,331962,8.9,41013527,0.5,8867823,0.8,3617473,0.9,827194,1.4,4423156,1.0,9094937,0.7,3756563,0.9,804645,1.4,4533729,0.9,3388813,1.9,488984,5.4,2899828,1.9,63070,2.4,53382,5.0,2783376,2.0,1105417,1.2,841525,1.5,263892,1.3,6399614,1.5,661258,4.6,88010,23.6,31103,3.0,54387,4.4,97920,2.4,1013988,1.5,181713,2.1,81485,1.9,280151,1.8,358683,1.6,3550915,1.7
0100000US,,United States,32221,Paperboard container manufacturing,2014,137692,0.5,7559878,0.5,2237971,0.7,1033134,1.0,150735,2.0,165488,3.4,888614,0.8,107290,0.6,219206,0.6,4881368,0.6,38944566,0.6,35835006,0.6,1863757,2.7,272261,2.8,570881,0.8,402661,2.8,6826084,0.8,2135,26.5,632,8.7,60432185,0.6,57794389,0.5,3043830,0.0,2637796,2.7,2200602,2.8,147953,7.6,289242,10.1,21592565,0.7,4572353,0.9,1691024,1.3,296074,2.6,2585255,1.1,4735696,0.8,1790584,1.4,301459,2.7,2643654,0.9,2104295,2.9,343639,7.7,1760656,3.0,53484,2.4,27516,6.5,1679656,3.1,722088,1.1,531071,1.3,191018,1.5,3924249,2.2,430124,6.7,56800,36.4,13251,5.6,23802,6.0,64846,2.6,691204,2.0,91162,2.4,23537,5.1,141702,2.1,230003,2.1,2157818,2.2
0100000US,,United States,322211,Corrugated and solid fiber box manufacturing,2014,77228,0.8,4506866,0.8,1309618,1.0,616243,1.3,98637,2.6,104008,2.6,490730,0.9,58481,0.9,118813,0.9,2797709,0.9,25965026,0.9,23879537,0.9,1305522,2.7,222422,2.9,331296,1.3,226249,2.9,3801557,1.2,2135,26.5,D,D,38617154,0.8,36769939,0.8,2011197,0.0,1847215,3.0,1534628,3.0,117909,9.2,194678,14.9,12697566,1.0,2644745,1.3,802736,1.8,98026,5.1,1743984,1.6,2724348,1.3,845430,1.9,100768,5.9,1778150,1.3,1332743,3.3,265360,9.9,1067382,3.1,41419,2.4,12352,8.2,1013612,3.2,418017,1.6,302276,1.8,115741,2.2,2332268,2.9,213150,11.1,22348,6.3,8870,7.2,13705,5.6,35615,3.8,432205,2.4,54290,3.4,15735,7.0,92100,2.8,154001,2.7,1290248,3.3
0100000US,,United States,322212,Folding paperboard box manufacturing,2014,39695,0.8,2096642,0.7,607633,1.0,270137,2.5,26245,5.3,36445,13.5,274806,1.0,31086,0.9,63965,1.0,1371020,0.8,8360354,0.8,7712529,0.5,323879,9.4,28314,14.1,130905,0.8,164727,5.5,1593054,1.7,0,X,D,D,13931655,0.8,13491221,0.7,478225,0.0,440434,8.1,369036,9.2,13994,23.5,57404,6.2,5601732,1.5,1213143,0.8,588961,2.1,129161,3.8,495021,1.5,1248975,0.9,611025,1.3,137528,3.9,500422,1.2,539130,7.8,51278,4.0,487853,8.5,8963,9.0,11317,12.8,467573,8.7,213834,1.4,167778,1.5,46056,2.8,1118377,4.3,168326,9.7,32788(s),63.0(s),3623,9.4,8887,13.4,23310,2.6,182994,4.5,18810,6.1,6232,6.6,36824,3.3,53633,3.6,582951,3.4
0100000US,,United States,322219,Other paperboard container manufacturing,2014,20769,0.8,956370,1.1,320720,1.7,146754,1.2,25853,2.3,25035,2.6,123078,3.6,17722,1.0,36428,1.6,712638,1.0,4619186,1.7,4242940,1.4,234357,7.7,21524,2.4,108680,1.1,11685,11.2,1431472,0.7,0,X,0,X,7883376,1.4,7533229,1.2,554409,0.0,350147,6.2,296937,7.3,16050,0.0,37160,3.1,3293267,1.3,714465,1.8,299327,3.2,68888,3.9,346250,1.7,762373,2.3,334129,4.8,63162,3.2,365081,1.2,232422,2.6,27001,1.1,205421,2.8,3103,5.3,3847,6.8,198471,2.9,90237,4.0,61016,6.0,29220,1.9,473604,3.0,48648,3.6,1664,13.7,758,16.1,1210,4.3,5921,14.6,76004,3.7,18062,2.2,1570,15.3,12779,8.5,22370,4.1,284619,3.6
0100000US,,United States,32222,Paper bag and coated and treated paper manufacturing,2014,45406,0.9,2478038,0.9,752665,1.0,351179,1.2,35848,4.0,72015,2.0,293623,1.1,34076,0.9,70932,1.0,1503235,1.1,11493054,0.9,10639487,1.0,438936,2.7,117404,1.9,200671,1.0,96556,4.2,2637707,1.0,D,D,D,D,20773964,0.7,20068391,0.8,1644008,0.0,705574,2.7,590369,2.7,101367,10.6,13838,10.4,9224945,1.1,2387105,2.2,982819,2.5,419459,1.9,984828,3.2,2370505,2.0,961092,1.8,385220,1.9,1024194,2.9,497320,2.3,95153,2.0,402167,2.7,4092,3.2,13781,5.2,384294,2.8,175247,4.3,141510,5.1,33737,3.3,1081735,3.4,85301,8.0,16346,3.4,11582,1.5,14253,5.0,15812,5.9,187249,2.6,42888,5.7,13595,5.1,58778,3.7,55722,4.1,580209,4.2
0100000US,,United States,322220,Paper bag and coated and treated paper manufacturing,2014,45406,0.9,2478038,0.9,752665,1.0,351179,1.2,35848,4.0,72015,2.0,293623,1.1,34076,0.9,70932,1.0,1503235,1.1,11493054,0.9,10639487,1.0,438936,2.7,117404,1.9,200671,1.0,96556,4.2,2637707,1.0,D,D,D,D,20773964,0.7,20068391,0.8,1644008,0.0,705574,2.7,590369,2.7,101367,10.6,13838,10.4,9224945,1.1,2387105,2.2,982819,2.5,419459,1.9,984828,3.2,2370505,2.0,961092,1.8,385220,1.9,1024194,2.9,497320,2.3,95153,2.0,402167,2.7,4092,3.2,13781,5.2,384294,2.8,175247,4.3,141510,5.1,33737,3.3,1081735,3.4,85301,8.0,16346,3.4,11582,1.5,14253,5.0,15812,5.9,187249,2.6,42888,5.7,13595,5.1,58778,3.7,55722,4.1,580209,4.2
0100000US,,United States,32223,Stationery product manufacturing,2014,18072,3.6,816656,3.6,227946,3.9,106229,4.1,8034,26.1,16800,16.4,96883,4.5,13742,3.4,28607,3.7,524264,3.5,4282361,2.2,3730074,2.0,417540,12.8,7977,2.5,62061,0.8,64710,5.5,733518,0.8,D,D,0,X,6630903,1.8,6034079,1.7,319719,0.0,596824,10.3,465246,12.5,110079,16.1,21500,4.7,2363592,2.0,674702,2.1,382085,2.1,33974,4.4,258643,2.8,670630,1.6,393218,1.4,37892,3.5,239520,3.1,101401,9.5,4692,24.9,96709,9.5,1096,12.4,5091,36.6,90521,9.6,75490,9.6,61614,11.1,13876,4.9,430024,5.4,29178,4.4,4874,6.7,3204,16.8,4210,22.6,8384,15.3,37682,4.2,9509,3.1,19001,3.0,19588,11.6,14475,9.1,279919,6.7
0100000US,,United States,322230,Stationery product manufacturing,2014,18072,3.6,816656,3.6,227946,3.9,106229,4.1,8034,26.1,16800,16.4,96883,4.5,13742,3.4,28607,3.7,524264,3.5,4282361,2.2,3730074,2.0,417540,12.8,7977,2.5,62061,0.8,64710,5.5,733518,0.8,D,D,0,X,6630903,1.8,6034079,1.7,319719,0.0,596824,10.3,465246,12.5,110079,16.1,21500,4.7,2363592,2.0,674702,2.1,382085,2.1,33974,4.4,258643,2.8,670630,1.6,393218,1.4,37892,3.5,239520,3.1,101401,9.5,4692,24.9,96709,9.5,1096,12.4,5091,36.6,90521,9.6,75490,9.6,61614,11.1,13876,4.9,430024,5.4,29178,4.4,4874,6.7,3204,16.8,4210,22.6,8384,15.3,37682,4.2,9509,3.1,19001,3.0,19588,11.6,14475,9.1,279919,6.7
0100000US,,United States,32229,Other converted paper product manufacturing,2014,31861,1.1,1683949,1.5,533643,1.7,235811,2.2,39130,1.3,49206,4.6,209496,1.9,25051,1.1,52467,1.5,1111823,1.1,8470392,1.0,7640245,1.0,473861,10.7,79829,2.3,224173,0.8,52283,16.0,3178246,0.8,2661,20.2,D,D,16250306,0.7,15536003,0.7,290479,0.0,714303,10.6,651557,11.5,55363,22.1,7383(s),59.5(s),7832425,0.8,1233663,1.2,561546,1.3,77687,4.0,594430,1.6,1318106,1.2,611670,1.9,80074,3.6,626361,1.9,685796,1.1,45501,2.1,640296,1.1,4397,17.3,6995,2.4,628904,1.1,132591,2.6,107330,3.0,25262,5.6,963606,2.8,116655,4.7,9990,12.3,3066,5.6,12121,12.5,8878,5.0,97854,3.3,38154,5.4,25353,2.1,60083,3.8,58484,2.5,532969,3.7
0100000US,,United States,322291,Sanitary paper product manufacturing,2014,17073,1.3,961671,2.5,327572,2.0,142532,3.0,30934,0.2,28805,2.2,125301,1.7,13747,1.2,29206,2.1,666933,1.4,6024518,1.1,5544406,1.1,274204,8.3,40463,1.9,137260,0.8,28185,8.3,2073163,0.5,0,X,0,X,11602098,0.9,11215050,0.8,240304,0.0,387048,11.7,374911,12.0,8372(s),44.8(s),3764,5.7,5618785,0.9,761287,1.5,361432,1.7,52886,3.0,346969,2.1,815255,1.5,402159,1.8,53364,4.4,359733,2.1,559549,1.1,35856,1.3,523693,1.1,1565,4.8,3671,1.6,518456,1.1,66364,3.0,49155,3.7,17209,4.9,616874,1.6,80177,2.7,5127,0.4,1783,3.0,7831,5.9,4046,6.2,56626,1.3,18231,1.9,10364,1.9,41875,2.6,41590,1.9,349224,1.7
0100000US,,United States,322299,All other converted paper product manufacturing,2014,14789,1.8,722278,1.2,206071,3.2,93280,3.3,8196,6.4,20401,10.7,84195,4.1,11304,2.0,23261,2.2,444890,1.8,2445874,1.9,2095838,2.4,199657,22.7,39367,4.2,86913,1.6,24098,33.2,1105082,2.0,2661,20.2,D,D,4648208,1.1,4320953,1.6,50174,0.0,327255,18.6,276645,21.6,46991,24.7,S,A,2213640,2.0,472376,1.9,200114,1.8,24802,10.7,247461,2.6,502850,1.9,209512,4.3,26710,6.3,266628,3.6,126247,3.5,9644,8.5,116603,3.6,2832,26.7,3323,4.7,110448,3.6,66227,4.2,58175,4.6,8052,13.9,346732,7.2,36478,13.9,4863,25.3,1283,12.6,4290,33.5,4832,7.6,41228,7.5,19924,10.2,14988,3.2,18207,10.9,16893,7.3,183745,10.2
0100000US,,United States,323,Printing and related support activities,2014,417029,0.6,19594676,0.5,4488557,0.6,1922031,0.8,154073,3.2,280547,2.0,2131904,0.7,294418,0.6,585659,0.6,11848204,0.5,34037475,0.6,28581551,0.6,1747761,2.6,236770,1.5,1059361,0.6,2412032,2.0,12550165,0.6,6192,21.2,1908(s),65.2(s),81628544,0.5,78064187,0.5,1807131,0.0,3564357,3.7,2762917,2.4,0,X,801440,13.9,47631888,0.5,5246775,0.7,1445476,1.1,1154784,1.0,2646516,0.9,5304682,0.6,1501119,1.2,1139960,1.0,2663603,0.8,2424959,5.3,241717,7.2,2183243,5.7,66403,6.7,172060,11.0,1944780,5.5,1739605,1.1,1356607,1.2,382998,3.3,8402236,1.5,983059,2.4,135645,6.4,95553,6.7,97756,4.1,191082,2.0,1026434,1.7,146746,2.4,296251,2.7,388059,2.3,328457,2.3,4713194,1.7
0100000US,,United States,3231,Printing and related support activities,2014,417029,0.6,19594676,0.5,4488557,0.6,1922031,0.8,154073,3.2,280547,2.0,2131904,0.7,294418,0.6,585659,0.6,11848204,0.5,34037475,0.6,28581551,0.6,1747761,2.6,236770,1.5,1059361,0.6,2412032,2.0,12550165,0.6,6192,21.2,1908(s),65.2(s),81628544,0.5,78064187,0.5,1807131,0.0,3564357,3.7,2762917,2.4,0,X,801440,13.9,47631888,0.5,5246775,0.7,1445476,1.1,1154784,1.0,2646516,0.9,5304682,0.6,1501119,1.2,1139960,1.0,2663603,0.8,2424959,5.3,241717,7.2,2183243,5.7,66403,6.7,172060,11.0,1944780,5.5,1739605,1.1,1356607,1.2,382998,3.3,8402236,1.5,983059,2.4,135645,6.4,95553,6.7,97756,4.1,191082,2.0,1026434,1.7,146746,2.4,296251,2.7,388059,2.3,328457,2.3,4713194,1.7
0100000US,,United States,32311,Printing,2014,392303,0.6,18356778,0.5,4208228,0.6,1803815,0.8,147455,3.3,263519,2.1,1993440,0.7,277103,0.6,552158,0.6,11129184,0.5,33110066,0.6,27939507,0.6,1699709,2.7,230306,1.5,1022522,0.6,2218021,2.1,12137124,0.6,6192,21.2,1908(s),65.2(s),78046412,0.5,74611554,0.5,1708389,0.0,3434857,3.8,2694679,2.5,0,X,740178,15.0,44987400,0.6,5056080,0.7,1385235,1.1,1081246,1.0,2589599,0.9,5123922,0.6,1439146,1.3,1078390,1.1,2606386,0.8,2287834,5.5,222055,6.6,2065779,6.0,60557,7.3,150288,12.5,1854935,5.7,1634736,1.2,1265817,1.2,368919,3.4,7943224,1.5,916079,2.5,122594,7.1,87140,7.3,91909,4.3,175610,2.1,981657,1.8,138895,2.5,291404,2.7,370226,2.4,311958,2.4,4455753,1.8
0100000US,,United States,323111,Commercial printing (except screen and books),2014,319094,0.7,15595152,0.6,3548161,0.7,1530902,0.9,121644,4.0,216449,2.4,1679165,0.8,224181,0.7,453463,0.6,9431885,0.6,28134261,0.6,23722719,0.7,1307755,3.3,197125,1.6,882019,0.6,2024644,2.2,10560115,0.6,D,D,D,D,66287224,0.6,63610043,0.6,1591668,0.0,2677181,4.9,2040193,3.1,0,X,636989,17.4,38193937,0.6,3948054,0.7,1071602,1.1,902635,1.1,1973817,1.0,3989155,0.7,1107444,1.3,907766,1.2,1973944,0.9,2053140,6.1,192267,7.3,1860873,6.6,50511,7.9,137044,13.7,1673318,6.3,1380662,1.4,1055806,1.4,324855,3.6,6905686,1.7,786158,2.8,112994,7.7,79877,7.9,82308,4.7,155098,2.3,878727,1.9,122128,2.8,230659,3.3,307810,2.5,274028,2.7,3875899,2.0
0100000US,,United States,323113,Commercial screen printing,2014,53346,1.5,1878890,1.2,394988,1.5,152169,2.6,6648,4.2,28516,4.5,207654,1.6,37192,1.8,67361,1.7,1058286,1.3,3378012,1.6,2819240,1.7,377977,3.0,16962,9.4,74810,4.6,89023,4.1,766187,3.5,D,D,0,X,7769188,1.2,7085903,1.3,49787,0.0,683285,2.7,635434,2.6,0,X,47851,12.7,4398665,1.5,841864,2.2,278927,3.6,77013,4.3,485925,2.4,860426,2.0,290989,3.6,72439,3.0,496999,2.4,128279,7.9,16895,24.7,111384,7.6,9306,19.9,9029,11.5,93048,7.6,192871,2.3,167413,2.9,25458,15.3,676229,4.3,90302,6.2,7263,5.5,4480,6.3,7274,11.3,14893,5.1,46111,3.9,10917,5.6,56946,4.5,43828,4.1,22525,6.1,371690,5.5
0100000US,,United States,323117,Books printing,2014,19863,1.5,882736,1.5,265080,2.1,120744,2.2,19162,1.9,18553,6.1,106621,3.4,15731,1.4,31334,1.3,639013,1.3,1597793,1.7,1397548,1.8,13977,32.5,16219,1.9,65694,1.1,104355,2.3,810822,1.2,D,D,D,D,3990000,0.7,3915608,0.6,66934,0.0,74391,11.6,19053,33.2,0,X,55338,10.7,2394799,1.2,266162,2.4,34707,6.0,101598,2.4,129857,3.8,274340,1.0,40713,10.2,98185,1.5,135443,3.1,106416,5.5,12893,4.5,93522,5.9,739,8.6,4214,10.3,88569,6.0,61204,6.4,42598,6.3,18606,12.2,361309,5.3,39618,7.1,2337,10.5,2783,4.4,2328,25.6,5618,7.4,56819,8.3,5850,11.3,3799,7.1,18588,19.5,15405,7.5,208163,5.0
0100000US,,United States,32312,Support activities for printing,2014,24726,2.3,1237898,1.9,280328,2.2,118216,2.6,6619,12.5,17029,6.7,138465,2.7,17315,2.8,33501,2.7,719020,2.4,927409,2.5,642044,2.7,48052,8.5,6464,7.0,36839,3.7,194010,6.1,413041,3.9,0,X,0,X,3582132,1.4,3452633,1.5,98742,0.0,129499,8.4,68238,8.1,0,X,61261,15.4,2644488,1.7,190695,2.2,60241,1.8,73538,4.3,56917,3.0,180760,2.6,61973,2.2,61571,3.7,57217,5.2,137125,12.5,19661(s),47.8(s),117464,10.8,5846,10.4,21772,10.0,89846,12.9,104869,3.7,90791,3.8,14078,8.0,459011,5.4,66980,8.8,13051,5.0,8413,6.6,5847,6.4,15473,5.8,44777,6.3,7851,6.2,4847,9.4,17833,10.2,16499,8.1,257442,6.1
0100000US,,United States,323120,Support activities for printing,2014,24726,2.3,1237898,1.9,280328,2.2,118216,2.6,6619,12.5,17029,6.7,138465,2.7,17315,2.8,33501,2.7,719020,2.4,927409,2.5,642044,2.7,48052,8.5,6464,7.0,36839,3.7,194010,6.1,413041,3.9,0,X,0,X,3582132,1.4,3452633,1.5,98742,0.0,129499,8.4,68238,8.1,0,X,61261,15.4,2644488,1.7,190695,2.2,60241,1.8,73538,4.3,56917,3.0,180760,2.6,61973,2.2,61571,3.7,57217,5.2,137125,12.5,19661(s),47.8(s),117464,10.8,5846,10.4,21772,10.0,89846,12.9,104869,3.7,90791,3.8,14078,8.0,459011,5.4,66980,8.8,13051,5.0,8413,6.6,5847,6.4,15473,5.8,44777,6.3,7851,6.2,4847,9.4,17833,10.2,16499,8.1,257442,6.1
0100000US,,United States,324,Petroleum and coal products manufacturing,2014,102103,0.5,9963647,0.2,3288241,0.3,1101069,0.4,665418,0.5,521529,0.4,1000225,0.7,67279,0.6,149027,0.5,5707195,0.3,686519538,0.1,641448213,0.1,33104340,0.1,7952885,0.1,3147798,0.2,866303,0.8,53271143,0.1,18051993,0.0,5968563,0.0,786274467,0.1,742376868,0.1,35910695,0.0,43897598,0.1,34823923,0.1,D,D,D,D,92032691,0.1,47152673,0.1,21233365,0.1,14138388,0.1,11780920,0.2,36852110,0.1,15908895,0.1,11740620,0.1,9202594,0.2,15548401,0.2,6413749,0.2,9134652,0.2,63705,0.8,76309,0.6,8994639,0.2,923547,0.7,195742,2.9,727804,0.5,20695936,0.2,1429623,0.3,51100,1.0,42633,0.3,38257,0.9,52807,1.2,6821384,0.1,861984,0.2,44615,1.8,1763575,0.1,2041787,0.2,7548173,0.3
0100000US,,United States,3241,Petroleum and coal products manufacturing,2014,102103,0.5,9963647,0.2,3288241,0.3,1101069,0.4,665418,0.5,521529,0.4,1000225,0.7,67279,0.6,149027,0.5,5707195,0.3,686519538,0.1,641448213,0.1,33104340,0.1,7952885,0.1,3147798,0.2,866303,0.8,53271143,0.1,18051993,0.0,5968563,0.0,786274467,0.1,742376868,0.1,35910695,0.0,43897598,0.1,34823923,0.1,D,D,D,D,92032691,0.1,47152673,0.1,21233365,0.1,14138388,0.1,11780920,0.2,36852110,0.1,15908895,0.1,11740620,0.1,9202594,0.2,15548401,0.2,6413749,0.2,9134652,0.2,63705,0.8,76309,0.6,8994639,0.2,923547,0.7,195742,2.9,727804,0.5,20695936,0.2,1429623,0.3,51100,1.0,42633,0.3,38257,0.9,52807,1.2,6821384,0.1,861984,0.2,44615,1.8,1763575,0.1,2041787,0.2,7548173,0.3
