GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,EMP,EMP_S,PAYANN,PAYANN_S,BENEFIT,BENEFIT_S,BENHEA,BENHEA_S,BENPEB,BENPEB_S,BENPEC,BENPEC_S,BENOTH,BENOTH_S,EMPAVPW,EMPAVPW_S,HOURS,HOURS_S,PAYANPW,PAYANPW_S,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTMPRT_S,CSTRSL,CSTRSL_S,CSTFU,CSTFU_S,CSTELEC,CSTELEC_S,CSTCNT,CSTCNT_S,ELECPCH,ELECPCH_S,ELECGEN,ELECGEN_S,ELECSLD,ELECSLD_S,RCPTOT,RCPTOT_S,RCPTPLM,RCPTPLM_S,RCPTRAN,RCPTRAN_S,MSCTOT,MSCTOT_S,MSCRSLTT,MSCRSLTT_S,MSCCNTTT,MSCCNTTT_S,MSCOTH,MSCOTH_S,VALADD,VALADD_S,INVTOTB,INVTOTB_S,INVFINB,INVFINB_S,INVWIPB,INVWIPB_S,INVMATB,INVMATB_S,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,CEXTOT,CEXTOT_S,CEXBLD,CEXBLD_S,CEXMCH,CEXMCH_S,CEXMCHA,CEXMCHA_S,CEXMCHC,CEXMCHC_S,CEXMCHO,CEXMCHO_S,RPTOT,RPTOT_S,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHTEMP_S,PCHCMPQ,PCHCMPQ_S,PCHEXSO,PCHEXSO_S,PCHDAPR,PCHDAPR_S,PCHCSVC,PCHCSVC_S,PCHRPR,PCHRPR_S,PCHRFUS,PCHRFUS_S,PCHADVT,PCHADVT_S,PCHPRTE,PCHPRTE_S,PCHTAX,PCHTAX_S,PCHOEXP,PCHOEXP_S
0100000US,,United States,326,Plastics and rubber products manufacturing,2014,711658,0.7,33206612,0.6,9658710,0.5,4317502,0.6,333981,1.5,876226,1.1,4131000,0.5,549553,0.8,1137630,0.9,21338854,0.8,127208377,0.5,113655139,0.5,7528804,1.5,748853,0.8,3911004,1.0,1364577,3.0,52381902,1.1,D,D,10409,7.2,234391839,0.5,223340233,0.5,10936431,0.0,11051606,1.9,9852653,2.0,538099,10.8,660854,6.7,107708810,0.9,23631337,0.7,11119254,0.8,2635380,0.6,9876704,0.9,24664105,0.6,11521861,0.7,2758121,0.8,10384123,0.8,9123835,3.2,1268419,2.6,7855416,3.6,114810,2.6,218189,6.8,7522418,3.7,2405290,1.7,1915933,2.0,489357,4.1,18983813,1.1,2707716,3.4,163382,6.9,99608,3.6,141434,2.7,229062,1.5,2450598,1.5,478263,1.2,429411,2.3,1218899,2.3,773528,1.4,10291912,1.1
0100000US,,United States,3261,Plastics product manufacturing,2014,583722,0.9,26757424,0.8,7351435,0.7,3318902,0.8,195100,2.4,673766,1.4,3163667,0.6,450827,1.0,932851,1.0,16970505,1.1,102192640,0.6,92095435,0.6,4967615,2.3,545223,1.1,3385365,1.2,1199001,3.4,44699536,1.3,231305,28.1,D,D,189857907,0.7,182034354,0.7,7607493,0.0,7823552,2.6,6831435,2.8,469024,11.6,523093,8.0,88163397,1.1,19699660,0.9,9421581,0.9,2095761,0.7,8182317,1.1,20669898,0.7,9814937,0.8,2200535,0.9,8654426,0.9,7127789,4.0,805112,3.8,6322678,4.5,101304,2.7,198593,7.5,6022781,4.7,2153210,1.9,1743349,2.2,409861,4.9,15958605,1.3,2313607,3.9,130745,8.6,86159,4.1,110149,3.4,195598,1.7,2074411,1.8,381824,1.5,366985,2.6,1056188,2.7,660806,1.6,8582133,1.3
0100000US,,United States,32611,Plastics packaging materials and unlaminated film and sheet manufacturing,2014,91564,0.5,5011562,0.4,1438891,0.5,647136,0.7,45789,2.9,168586,1.3,577381,0.6,69936,0.5,150062,0.6,3225565,0.5,25206412,0.4,22763670,0.5,1278823,1.6,157054,2.2,728437,0.8,278429,1.3,9987344,0.7,139070,1.1,D,D,42338649,0.4,40514366,0.4,2415248,0.0,1824284,1.5,1709528,1.6,31591,1.7,83166,3.6,17248719,0.6,4968326,0.4,2256629,0.7,614141,1.2,2097556,0.6,5182519,0.6,2371492,0.9,615760,1.2,2195268,0.8,1512415,1.6,189972,8.1,1322443,1.0,19431,1.8,38337,1.8,1264676,1.1,290300,5.3,238033,1.4,52267,28.8,2960680,1.6,252561,3.0,23625,5.9,9907,1.8,12603,5.0,30093,1.8,446188,1.4,86181,1.7,30011,2.1,161771,4.3,129743,1.5,1777996,2.0
0100000US,,United States,326111,Plastics bag and pouch manufacturing,2014,24973,1.1,1164108,1.0,320867,1.2,148334,1.2,7341,12.6,32648,3.3,132545,2.0,20309,1.1,44501,1.2,790209,1.1,6111263,0.7,5188514,0.8,623631,0.8,15938,2.4,172066,1.1,111114,0.3,2497480,0.5,D,D,0,X,10209418,0.7,9353198,0.7,129754,0.0,856220,1.3,809714,1.3,6472,7.1,40034,6.2,4104484,0.9,1201322,1.1,567740,1.3,93855,3.2,539727,1.4,1229673,1.0,600925,1.1,66998,5.7,561749,1.9,326006,6.2,39153,38.8,286853,2.4,8257,3.3,13956,0.8,264640,2.6,88792,1.8,74506,2.2,14286,2.7,704173,2.3,56415,6.9,4188,7.7,2270,3.6,1971,4.3,6831,2.2,72648,1.5,14080,2.1,3661,1.9,26547,1.8,28721,4.2,486841,2.7
0100000US,,United States,326112,Plastics packaging film and sheet (including laminated) manufacturing,2014,30603,0.6,1687928,0.6,473049,0.6,222608,0.9,10604,1.7,53655,1.1,186182,0.5,24536,0.6,51804,0.7,1214040,0.6,8475255,0.7,7939845,0.8,197209,1.4,50248,1.7,207821,1.0,80132,2.7,2667882,1.0,D,D,0,X,13380974,0.6,13114616,0.7,738676,0.0,266358,1.0,238774,1.1,D,D,D,D,4967330,0.8,1579421,0.6,745655,0.6,188919,0.9,644847,0.8,1672990,0.6,786397,0.7,209787,0.8,676806,0.9,636405,0.9,80053,1.3,556351,0.9,6864,2.3,14626,0.9,534861,0.9,100590,1.8,74562,2.1,26028,1.3,874060,2.1,57713,5.5,5860,2.9,3159,1.5,4531,6.7,8839,2.4,156022,2.1,26329,2.6,6289,3.6,37749,1.7,41673,1.8,525895,2.5
0100000US,,United States,326113,Unlaminated plastics film and sheet (except packaging) manufacturing,2014,35989,0.8,2159526,0.6,644975,0.9,276194,1.3,27844,3.3,82284,2.1,258654,0.9,25091,1.1,53757,1.1,1221317,0.9,10619894,0.7,9635311,0.7,457983,4.4,90868,3.7,348549,1.5,87182,3.4,4821981,1.3,D,D,D,D,18748257,0.5,18046552,0.6,1546817,0.0,701705,3.6,661040,3.8,D,D,D,D,8176904,1.2,2187583,0.7,943235,1.3,331368,1.9,912981,0.9,2279856,1.0,984170,2.1,338974,1.8,956712,1.5,550005,2.0,70766,2.4,479239,2.2,4310,3.9,9754,6.7,465175,2.2,100918,15.1,88966,2.6,S,A,1382447,2.9,138433,4.0,13577,9.9,4478,3.4,6101,8.9,14423,3.3,217518,2.5,45772,2.7,20060,2.8,97474,7.0,59350,2.3,765260,3.9
0100000US,,United States,32612,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",2014,41556,1.7,2005549,1.8,567469,1.2,256490,1.6,18038,4.9,60060,2.0,232881,1.7,31058,1.2,64169,1.3,1262958,1.6,10065170,3.0,9367760,3.3,256169,4.2,45020,3.4,311540,1.0,84681,18.6,4182027,1.1,0,X,0,X,18099861,2.6,17747915,2.7,647190,0.0,351946,4.9,332423,4.7,5821,29.5,13702,13.7,8091323,1.9,2165981,6.3,1252963,5.6,174799,1.7,738220,9.2,2302397,3.5,1296242,2.8,188151,2.4,818004,5.4,494117,3.7,85925,15.7,408192,2.4,8983,5.0,8673,3.9,390536,2.4,161608,3.6,119858,3.3,41750,9.6,1065153,3.5,125438,6.8,8242,16.8,8632,12.7,5651,6.1,18568,6.5,158144,3.7,30457,3.9,40355,2.5,75624,4.4,62811,5.2,531230,3.5
0100000US,,United States,326121,Unlaminated plastics profile shape manufacturing,2014,17968,1.9,950522,1.8,267722,2.2,121179,3.1,8741,8.7,29995,2.8,107806,2.8,13187,1.7,27511,2.1,550493,1.9,3245384,1.3,2925545,1.4,152895,1.6,34624,1.7,95492,1.5,36828,1.7,1237319,1.8,0,X,0,X,6933258,1.2,6722429,1.2,530488,0.0,210830,2.1,201102,1.8,3731,37.8,5997,5.7,3705404,1.4,608746,1.9,277460,1.9,91701,1.2,239585,3.3,653152,1.6,291168,1.8,95523,0.8,266461,2.5,182216,5.4,21681,26.1,160536,3.6,2990,6.4,3572,8.7,153973,3.6,64984,3.6,53192,4.2,11792,3.9,412152,4.1,49317,8.6,5224,26.4,4808,21.0,2571,8.3,6813,6.0,62473,4.1,13448,2.5,30845,2.9,36896,6.7,19606,9.0,180151,5.0
0100000US,,United States,326122,Plastics pipe and pipe fitting manufacturing,2014,23588,2.7,1055027,3.0,299747,1.2,135312,1.3,9297,4.7,30064,2.8,125075,2.1,17871,1.7,36658,1.7,712465,2.3,6819786,4.5,6442215,4.7,103274,10.1,10396,13.6,216049,1.2,47853,32.8,2944709,1.3,0,X,0,X,11166603,4.2,11025487,4.3,116702,0.0,141116,11.8,131321,11.5,2090(s),46.8(s),7705,23.9,4385918,3.3,1557235,8.7,975502,7.1,83098,3.3,498635,13.5,1649245,4.8,1005074,3.6,92628,4.8,551543,7.9,311901,5.0,64244,19.0,247657,3.3,5993,6.7,5101,2.7,236562,3.3,96625,5.6,66667,4.8,29958,13.3,653000,5.0,76121,9.7,3018,5.2,3824,11.1,3080,8.9,11755,9.7,95670,5.5,17009,6.8,9510,5.0,38728,5.9,43205,6.3,351080,4.6
0100000US,,United States,32613,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",2014,10001,1.6,532907,1.5,150613,1.4,71335,3.1,8128,11.8,15802,8.5,55347,1.4,7724,2.1,16392,1.9,343733,2.0,1821462,1.1,1673776,1.2,72771,2.3,16272,9.2,44265,1.3,14379,27.3,578260,0.9,68288(s),94.7(s),0,X,3861983,3.2,3652896,3.5,262442,0.0,209087,20.0,121018,5.1,65412(s),63.3(s),22657,3.9,2030760,5.3,431016,1.9,180383,4.0,56805,3.4,193827,1.8,434072,2.8,167711,3.8,59717,4.2,206644,2.2,86626,4.5,9241,18.1,77385,3.2,1954,5.3,7743,9.3,67688,3.1,32450,2.4,25769,2.5,6681,3.7,246557,6.9,43117,12.8,2377,6.2,3517,13.8,3136(s),45.4(s),4651,4.6,27011,14.2,7529,6.1,13777,5.0,14088,11.8,15559,12.5,111793,6.9
0100000US,,United States,326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",2014,10001,1.6,532907,1.5,150613,1.4,71335,3.1,8128,11.8,15802,8.5,55347,1.4,7724,2.1,16392,1.9,343733,2.0,1821462,1.1,1673776,1.2,72771,2.3,16272,9.2,44265,1.3,14379,27.3,578260,0.9,68288(s),94.7(s),0,X,3861983,3.2,3652896,3.5,262442,0.0,209087,20.0,121018,5.1,65412(s),63.3(s),22657,3.9,2030760,5.3,431016,1.9,180383,4.0,56805,3.4,193827,1.8,434072,2.8,167711,3.8,59717,4.2,206644,2.2,86626,4.5,9241,18.1,77385,3.2,1954,5.3,7743,9.3,67688,3.1,32450,2.4,25769,2.5,6681,3.7,246557,6.9,43117,12.8,2377,6.2,3517,13.8,3136(s),45.4(s),4651,4.6,27011,14.2,7529,6.1,13777,5.0,14088,11.8,15559,12.5,111793,6.9
0100000US,,United States,32614,Polystyrene foam product manufacturing,2014,23287,1.8,1023032,1.3,299770,1.2,134689,1.4,7936,8.2,31170,3.6,125974,1.7,18645,1.6,39355,1.5,734978,1.2,4700282,1.3,3826902,1.5,641402,2.3,70382,3.2,142366,1.2,19230,15.9,1857534,1.6,0,X,0,X,8578465,1.2,7793937,1.2,237978,0.0,784529,2.7,776849,2.7,D,D,D,D,3922939,1.6,863956,1.4,460866,1.8,85345,3.5,317745,2.1,907394,1.2,499416,1.1,91550,3.8,316428,2.3,326607,4.4,12194,23.7,314412,3.7,3591,14.0,5762,3.1,305059,3.8,95461,3.4,76266,3.9,19195,4.7,909020,3.9,83289,10.2,1506,22.5,544,16.6,5077,31.5,6620,4.5,101353,3.4,18872,8.8,5347,9.5,165383,3.2,38764,4.7,482265,4.7
0100000US,,United States,326140,Polystyrene foam product manufacturing,2014,23287,1.8,1023032,1.3,299770,1.2,134689,1.4,7936,8.2,31170,3.6,125974,1.7,18645,1.6,39355,1.5,734978,1.2,4700282,1.3,3826902,1.5,641402,2.3,70382,3.2,142366,1.2,19230,15.9,1857534,1.6,0,X,0,X,8578465,1.2,7793937,1.2,237978,0.0,784529,2.7,776849,2.7,D,D,D,D,3922939,1.6,863956,1.4,460866,1.8,85345,3.5,317745,2.1,907394,1.2,499416,1.1,91550,3.8,316428,2.3,326607,4.4,12194,23.7,314412,3.7,3591,14.0,5762,3.1,305059,3.8,95461,3.4,76266,3.9,19195,4.7,909020,3.9,83289,10.2,1506,22.5,544,16.6,5077,31.5,6620,4.5,101353,3.4,18872,8.8,5347,9.5,165383,3.2,38764,4.7,482265,4.7
0100000US,,United States,32615,Urethane and other foam product (except polystyrene) manufacturing,2014,28403,1.4,1286108,1.1,361775,1.2,161303,1.8,10105,3.8,33437,3.3,156930,1.4,21900,1.5,45580,1.5,744791,1.3,6390690,1.3,5915933,1.3,307988,6.8,38054,3.1,86888,3.2,41828,3.9,1020624,4.0,173,14.0,0,X,10554433,1.0,10161118,1.0,462344,0.0,393315,8.9,379229,9.1,1429,38.1,12657,12.8,4184954,1.3,880228,1.2,338887,3.6,108483,3.0,432858,2.2,915006,1.3,358700,3.9,109880,1.9,446426,2.2,213217,3.3,62971,8.6,150247,2.8,6924,3.0,4797,10.0,138526,2.8,131693,1.5,102308,1.7,29385,2.4,960291,4.7,113768,5.8,5512,6.5,2804,10.2,5955,9.3,10741,4.4,62154,4.2,18573,3.0,12471,5.3,33523,4.4,33891,3.2,660900,5.7
0100000US,,United States,326150,Urethane and other foam product (except polystyrene) manufacturing,2014,28403,1.4,1286108,1.1,361775,1.2,161303,1.8,10105,3.8,33437,3.3,156930,1.4,21900,1.5,45580,1.5,744791,1.3,6390690,1.3,5915933,1.3,307988,6.8,38054,3.1,86888,3.2,41828,3.9,1020624,4.0,173,14.0,0,X,10554433,1.0,10161118,1.0,462344,0.0,393315,8.9,379229,9.1,1429,38.1,12657,12.8,4184954,1.3,880228,1.2,338887,3.6,108483,3.0,432858,2.2,915006,1.3,358700,3.9,109880,1.9,446426,2.2,213217,3.3,62971,8.6,150247,2.8,6924,3.0,4797,10.0,138526,2.8,131693,1.5,102308,1.7,29385,2.4,960291,4.7,113768,5.8,5512,6.5,2804,10.2,5955,9.3,10741,4.4,62154,4.2,18573,3.0,12471,5.3,33523,4.4,33891,3.2,660900,5.7
0100000US,,United States,32616,Plastics bottle manufacturing,2014,29956,0.8,1359940,0.8,410535,1.1,192587,1.3,12010,4.7,29280,3.3,176657,1.7,25045,0.8,53084,0.9,1012277,0.9,7491734,0.7,6915532,0.8,94712,3.3,18639,1.5,417909,0.9,44941,10.5,6086776,0.8,0,X,0,X,12565268,0.7,12436527,0.7,559232,0.0,128741,2.5,104643,3.2,D,D,D,D,5043920,1.0,1025100,0.9,541276,0.9,107559,1.8,376264,1.4,985904,0.9,518402,1.2,100819,1.1,366683,1.3,598552,6.9,52775,14.9,545777,7.4,6962,17.0,3822,5.5,534992,7.5,232099,1.1,200353,1.3,31746,3.3,802175,2.7,116608,3.9,1368,7.7,632,6.6,4626,12.0,9051,3.6,214064,3.3,19648,4.1,23033,1.3,23344,5.6,47903,3.9,341898,3.1
0100000US,,United States,326160,Plastics bottle manufacturing,2014,29956,0.8,1359940,0.8,410535,1.1,192587,1.3,12010,4.7,29280,3.3,176657,1.7,25045,0.8,53084,0.9,1012277,0.9,7491734,0.7,6915532,0.8,94712,3.3,18639,1.5,417909,0.9,44941,10.5,6086776,0.8,0,X,0,X,12565268,0.7,12436527,0.7,559232,0.0,128741,2.5,104643,3.2,D,D,D,D,5043920,1.0,1025100,0.9,541276,0.9,107559,1.8,376264,1.4,985904,0.9,518402,1.2,100819,1.1,366683,1.3,598552,6.9,52775,14.9,545777,7.4,6962,17.0,3822,5.5,534992,7.5,232099,1.1,200353,1.3,31746,3.3,802175,2.7,116608,3.9,1368,7.7,632,6.6,4626,12.0,9051,3.6,214064,3.3,19648,4.1,23033,1.3,23344,5.6,47903,3.9,341898,3.1
0100000US,,United States,32619,Other plastics product manufacturing,2014,358955,1.4,15538327,1.3,4122383,1.1,1855361,1.4,93094,4.6,335429,2.7,1838498,1.0,276520,1.6,564210,1.7,9646204,1.8,46516890,1.0,41631863,1.0,2315751,4.7,199802,1.7,1653960,2.4,715514,5.1,20986971,2.7,23774,26.6,1604(s),46.7(s),93859246,1.2,89727596,1.2,3023059,0.0,4131651,4.6,3407745,5.4,343618,10.3,380288,10.9,47640782,2.0,9365053,1.0,4390577,1.1,948629,1.3,4025847,1.3,9942605,1.3,4602973,1.4,1034658,1.8,4304973,1.5,3896255,7.2,392034,5.2,3504221,8.0,53458,4.4,129459,11.4,3321304,8.3,1209599,3.0,980762,3.9,228837,5.4,9014730,2.1,1578826,5.6,88115,12.6,60124,5.4,73100,4.0,115873,2.5,1065496,3.2,200564,2.5,241991,3.9,582455,4.6,332135,2.8,4676052,2.0
0100000US,,United States,326191,Plastics plumbing fixture manufacturing,2014,15732,2.0,611182,2.6,147450,1.4,58469,2.8,2627,1.6,13053,3.7,73302,2.3,11585,1.4,24156,1.7,344755,1.8,1604161,1.7,1415501,1.8,109534,7.3,12400,4.8,31686,1.8,35041,4.0,347771,2.0,2806,0.0,0,X,3632729,1.7,3460592,1.7,10069,0.0,172138,5.8,154584,7.6,3415,0.0,14139,31.1,2056433,2.2,348035,1.8,162027,0.9,26642,8.3,159365,3.5,388515,1.8,185260,1.8,31274,8.4,171981,3.9,71417,6.1,6078,7.6,65339,6.5,7121,14.1,3687,15.2,54531,6.8,64418,4.0,54608,5.0,9810,3.3,411624,5.7,31786,15.3,2670,16.6,2693,13.3,2184,11.8,6648,7.7,28114,11.3,12438,3.0,42835,12.3,22166,6.6,18159,6.6,241930,7.5
0100000US,,United States,326199,All other plastics product manufacturing,2014,343223,1.5,14927145,1.3,3974933,1.2,1796893,1.4,90467,4.7,322377,2.8,1765196,1.1,264934,1.7,540054,1.8,9301449,1.9,44912729,1.0,40216362,1.0,2206217,4.9,187402,1.8,1622274,2.4,680474,5.4,20639199,2.7,20968,30.1,1604(s),46.7(s),90226517,1.3,86267004,1.3,3012990,0.0,3959513,4.8,3253161,5.6,340203,10.4,366149,11.3,45584349,2.1,9017018,1.1,4228550,1.2,921987,1.3,3866481,1.3,9554090,1.3,4417714,1.5,1003384,1.8,4132992,1.5,3824838,7.4,385956,5.3,3438882,8.1,46337,4.6,125773,11.7,3266772,8.5,1145181,3.2,926154,4.1,219027,5.6,8603106,2.2,1547040,5.7,85445,13.0,57431,5.7,70916,4.1,109225,2.6,1037382,3.3,188126,2.6,199155,3.9,560290,4.7,313975,2.9,4434121,2.0
0100000US,,United States,3262,Rubber product manufacturing,2014,127935,0.5,6449188,0.3,2307275,0.3,998600,0.5,138882,0.9,202461,0.9,967332,0.4,98726,0.5,204778,0.6,4368349,0.2,25015738,0.4,21559703,0.5,2561189,0.6,203631,0.9,525639,0.3,165576,1.3,7682366,0.3,D,D,D,D,44533932,0.3,41305878,0.3,3328938,0.0,3228054,1.4,3021218,1.0,69074,29.1,137762,10.8,19545413,0.6,3931678,0.3,1697673,0.5,539618,0.6,1694387,0.4,3994207,0.7,1706924,0.8,557586,1.1,1729697,0.7,1996046,1.0,463307,2.5,1532739,0.9,13506,7.5,19596,2.4,1499637,0.9,252080,2.3,172584,2.8,79496,2.8,3025207,1.5,394109,4.4,32637,3.6,13448,4.1,31285,2.9,33464,2.3,376187,1.6,96439,1.2,62426,2.5,162711,1.7,112722,1.4,1709779,1.9
0100000US,,United States,32621,Tire manufacturing,2014,50536,1.1,2848418,0.4,1199175,0.5,478195,0.8,100222,0.2,90150,0.9,530608,0.5,39965,1.0,82265,1.2,2095781,0.2,12232800,0.7,10693622,0.8,1147633,0.7,112770,0.5,242150,0.3,36624,4.0,4037261,0.4,D,D,D,D,20342786,0.5,18963524,0.5,526651,0.0,1379262,2.9,1271230,1.7,50398,39.8,57635,24.0,8098477,0.9,1712432,0.4,807797,0.6,228037,0.3,676598,0.7,1734785,1.5,794774,1.5,229551,2.1,710460,1.5,1300062,1.1,284884,0.6,1015178,1.2,5294,12.1,7256,3.0,1002628,1.2,62422,6.7,31158,7.5,31264,6.9,1353803,1.1,158170,1.1,17330,4.1,3100,11.4,10763,1.3,6500,4.4,185679,1.0,45119,1.6,32148,4.4,58008,1.4,51862,1.9,785125,1.3
0100000US,,United States,326211,Tire manufacturing (except retreading),2014,44173,1.2,2592379,0.4,1139286,0.5,454745,0.9,98959,0.0,85458,0.8,500124,0.5,35455,1.0,73190,1.4,1932497,0.1,11018312,0.8,9657800,0.9,1001773,0.4,104668,0.2,220929,0.2,33143,2.1,3799749,0.4,D,D,D,D,18380126,0.4,17297235,0.4,520232,0.0,1082891,0.5,1078012,0.5,D,D,D,D,7350643,0.4,1527223,0.1,720374,0.3,218701,0.1,588148,0.2,1567209,1.6,705089,1.5,222815,2.1,639304,1.6,1270403,1.1,282691,0.6,987712,1.2,901,20.3,6691,2.3,980120,1.2,36331,10.6,10392,19.4,25938,7.1,1189872,0.7,148160,0.7,15942,4.1,2646,13.0,9728,0.4,4261,3.4,173962,0.9,41073,1.5,26686,5.3,52764,1.3,42889,1.3,671761,0.6
0100000US,,United States,326212,Tire retreading,2014,6363,3.2,256038,3.1,59888,2.8,23450,3.5,1263,17.1,4692,8.8,30483,2.9,4510,2.4,9075,2.4,163284,2.8,1214487,1.8,1035822,2.1,145860,4.9,8102,6.1,21222,2.8,3481,37.4,237512,3.1,0,X,0,X,1962660,3.9,1666289,3.2,6419,0.0,296371,13.5,193217,10.6,D,D,D,D,747834,9.1,185209,3.2,87422,4.9,9337,6.0,88450,5.1,167576,2.7,89684,5.9,6736,13.1,71156,5.6,29658,7.5,2193,5.0,27465,7.9,4393,14.0,564,27.1,22508,7.5,26092,5.9,20766,5.8,5326,20.3,163931,7.0,10010,13.2,1388,19.1,454,17.8,1036,12.6,2239,10.8,11717,6.8,4046,9.7,5461,1.2,5243,8.1,8973,9.5,113364,8.5
0100000US,,United States,32622,Rubber and plastics hoses and belting manufacturing,2014,18866,0.6,894009,0.6,308371,1.0,144350,1.7,16621,6.7,32098,3.8,115302,1.2,14262,0.6,29604,1.3,582660,0.9,2471252,1.4,2187271,1.5,185864,4.4,23025,6.8,61563,1.7,13530,5.8,797283,1.7,0,X,0,X,5302138,1.2,5016969,1.3,527013,0.0,285169,5.7,277299,6.4,4791,12.6,3079(s),64.7(s),2836264,3.0,604775,1.2,313651,1.6,76928,3.3,214196,1.7,624767,0.6,315851,1.1,80107,3.3,228809,1.2,133036,4.5,15931,25.1,117105,2.9,1735,2.7,3956,6.7,111415,3.0,37443,3.4,27175,4.1,10268,3.5,490516,7.0,48249,6.8,5840,9.2,3541,10.5,10168,7.1,9622,6.1,53623,9.7,15467,4.3,7195,6.0,21785,7.5,15148,5.6,299878,9.5
0100000US,,United States,326220,Rubber and plastics hoses and belting manufacturing,2014,18866,0.6,894009,0.6,308371,1.0,144350,1.7,16621,6.7,32098,3.8,115302,1.2,14262,0.6,29604,1.3,582660,0.9,2471252,1.4,2187271,1.5,185864,4.4,23025,6.8,61563,1.7,13530,5.8,797283,1.7,0,X,0,X,5302138,1.2,5016969,1.3,527013,0.0,285169,5.7,277299,6.4,4791,12.6,3079(s),64.7(s),2836264,3.0,604775,1.2,313651,1.6,76928,3.3,214196,1.7,624767,0.6,315851,1.1,80107,3.3,228809,1.2,133036,4.5,15931,25.1,117105,2.9,1735,2.7,3956,6.7,111415,3.0,37443,3.4,27175,4.1,10268,3.5,490516,7.0,48249,6.8,5840,9.2,3541,10.5,10168,7.1,9622,6.1,53623,9.7,15467,4.3,7195,6.0,21785,7.5,15148,5.6,299878,9.5
0100000US,,United States,32629,Other rubber product manufacturing,2014,58534,0.6,2706761,0.4,799729,0.5,376055,0.8,22039,1.4,80212,1.2,321423,0.5,44499,0.8,92909,0.6,1689908,0.5,10311686,0.4,8678810,0.4,1227692,0.8,67836,1.3,221926,0.4,115422,1.2,2847822,0.4,0,X,0,X,18889009,0.3,17325386,0.3,2275274,0.0,1563623,0.7,1472689,0.6,13886,7.5,77048,6.4,8610672,0.4,1614471,0.4,576225,0.8,234653,0.7,803593,0.6,1634655,0.5,596299,0.6,247928,1.1,790428,0.6,562947,2.2,162492,6.5,400456,1.4,6478,12.2,8384,3.8,385594,1.3,152215,2.5,114251,3.6,37964,1.6,1180889,2.2,187691,9.1,9466,7.9,6807,3.2,10353,5.3,17343,2.2,136885,1.7,35853,1.8,23083,1.9,82919,2.5,45712,1.9,624776,1.8
0100000US,,United States,326291,Rubber product manufacturing for mechanical use,2014,29445,0.6,1270001,0.6,385011,0.7,182301,1.2,12123,2.2,36295,2.3,154291,0.7,22986,0.8,47951,0.9,832371,0.7,4191236,0.4,3117371,0.5,891827,1.0,28063,2.5,101493,0.7,52482,2.3,1240018,0.9,0,X,0,X,7865113,0.4,6847060,0.4,381402,0.0,1018053,0.8,979789,0.8,D,D,D,D,3695338,0.6,628742,0.8,210893,1.2,95897,1.3,321953,0.9,631724,0.8,225694,1.1,102555,1.1,303475,1.0,187070,2.6,13721,4.4,173349,2.7,3557,2.9,4139,7.2,165653,2.7,56299,1.7,40146,2.0,16153,1.6,515929,4.6,117498,14.2,4530,7.5,3803,4.5,4964,5.0,7837,3.2,59132,3.0,17239,2.9,4667,6.1,33134,3.7,19288,3.2,243836,3.8
0100000US,,United States,326299,All other rubber product manufacturing,2014,29089,1.1,1436760,0.6,414718,0.6,193754,0.9,9915,1.4,43917,1.2,167132,0.8,21514,1.4,44959,0.7,857537,0.6,6120450,0.6,5561439,0.6,335865,1.6,39774,1.3,120433,0.5,62940,0.9,1607804,0.4,0,X,0,X,11023895,0.4,10478326,0.4,1893873,0.0,545569,1.3,492900,1.0,D,D,D,D,4915334,0.5,985728,0.4,365332,1.1,138756,0.7,481640,0.8,1002930,0.6,370605,0.6,145373,1.7,486953,0.7,375877,2.9,148771,7.1,227107,1.3,2921,26.8,4245,2.9,219941,1.2,95916,3.8,74105,5.4,21811,2.6,664960,1.6,70193,4.7,4936,13.5,3004,4.5,5390,9.1,9506,3.1,77753,1.9,18614,2.3,18416,1.9,49785,3.3,26424,2.3,380940,1.6
0100000US,,United States,327,Nonmetallic mineral product manufacturing,2014,355488,0.5,17832870,0.4,5393963,0.4,2246859,0.5,341852,1.6,485326,1.0,2319927,0.5,271392,0.5,561411,0.5,12111328,0.4,49958760,0.5,40578753,0.5,2964928,1.5,3024875,0.6,2530382,0.5,859822,3.5,35746260,0.5,203575,1.9,5056,3.2,113186981,0.4,108312480,0.4,4582867,0.0,4874501,1.9,4030453,1.9,D,D,D,D,63453438,0.5,12087076,0.7,5882330,0.8,1367368,3.6,4837378,0.8,12558698,0.8,6086443,1.2,1388472,4.4,5083783,0.6,5472479,1.9,987087,5.9,4485392,1.8,719843,2.9,76642,4.7,3688907,1.8,1312223,1.2,720305,1.6,591918,1.4,12648305,1.3,775610,2.8,93091,7.9,46156,12.7,82969,2.5,171456,2.0,1946508,1.1,457679,1.0,200781,2.3,699300,1.4,811139,1.2,7363618,1.7
